No,Halaman,Tanggal,Waktu,TanggalWaktu,KodeEmiten,NamaEmiten,Judul,JudulFull,LinkUtama,JumlahLampiran,LampiranData,ScrapedAt
11,2,2026-02-10,20:36:46,2026-02-10 20:36:46,DEWI,DEWI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [DEWI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/084d81c4e9_1caec69391.pdf,1,"[{""text"": ""20260210_DEWI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026804_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/da1b191068_9683ec041f.pdf"", ""filename"": ""20260210_DEWI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026804_lamp1.pdf""}]",2026-02-10T23:14:15.954628
12,2,2026-02-10,20:20:23,2026-02-10 20:20:23,XPIN,XPIN,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XPIN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/00029a87c5_125bd4bc08.pdf,3,"[{""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp3.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/367a8947e5_dc83a06cd3.xlsx"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp3.xlsx""}, {""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/776f4a1012_a9f7b2a1dd.pdf"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp2.pdf""}, {""text"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a2d3bddaaa_59897f7135.pdf"", ""filename"": ""20260210_XPIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026797_lamp1.pdf""}]",2026-02-10T23:14:16.023043
13,2,2026-02-10,20:19:17,2026-02-10 20:19:17,XBIN,XBIN,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XBIN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/92c1635c99_d14d7cfbbe.pdf,3,"[{""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp3.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/0a706021ac_3087116947.xlsx"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp3.xlsx""}, {""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7e60c629ee_6610859dfc.pdf"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp2.pdf""}, {""text"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fcec220e55_35411df4f1.pdf"", ""filename"": ""20260210_XBIN_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026796_lamp1.pdf""}]",2026-02-10T23:14:16.082163
14,2,2026-02-10,20:18:42,2026-02-10 20:18:42,,,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [R-ABFII ],Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [R-ABFII ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/41b70880b7_88483df1f1.pdf,2,"[{""text"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/3ceab5bd9c_b3e6476133.pdf"", ""filename"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp1.pdf""}, {""text"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp2.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/49ece545a5_14d3e68ed6.xlsx"", ""filename"": ""20260210_R-ABFII_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026798_lamp2.xlsx""}]",2026-02-10T23:14:16.137100
15,2,2026-02-10,20:03:30,2026-02-10 20:03:30,ASMI,ASMI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [ASMI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/ccc9f50ef7_ce44cf817d.pdf,1,"[{""text"": ""20260210_ASMI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026795_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/03f1d7d13a_2f48f23ef1.pdf"", ""filename"": ""20260210_ASMI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026795_lamp1.pdf""}]",2026-02-10T23:14:16.171124
16,2,2026-02-10,19:57:30,2026-02-10 19:57:30,JRPT,JRPT,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [JRPT ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/a82e7ea2f2_b6621a766b.pdf,1,"[{""text"": ""20260210_JRPT_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026545_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/06aa605590_9e0765f3ca.pdf"", ""filename"": ""20260210_JRPT_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026545_lamp1.pdf""}]",2026-02-10T23:14:16.206256
17,2,2026-02-10,19:55:36,2026-02-10 19:55:36,XISI,XISI,Pengumuman Bursa Pencatatan Tambahan ETF,Pengumuman Bursa Pencatatan Tambahan ETF [XISI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/05d28bf981_847339b75c.pdf,1,"[{""text"": ""20260210_XISI_Pencatatan Awal//Tambahan ETF_32026614_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/caf662c619_dcaf64afca.pdf"", ""filename"": ""20260210_XISI_Pencatatan Awal//Tambahan ETF_32026614_lamp1.pdf""}]",2026-02-10T23:14:16.237532
18,2,2026-02-10,19:54:08,2026-02-10 19:54:08,HALO,HALO,Pencatatan Saham,Pencatatan Saham [HALO ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/e4397f5342_dc736290ac.pdf,1,"[{""text"": ""20260210_HALO_Pencatatan Saham Tambahan dari Konversi_32026595_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fa04c6c4a6_cfeebae0d6.pdf"", ""filename"": ""20260210_HALO_Pencatatan Saham Tambahan dari Konversi_32026595_lamp1.pdf""}]",2026-02-10T23:14:16.269934
19,2,2026-02-10,19:52:53,2026-02-10 19:52:53,ISAP,ISAP,Pencatatan Saham,Pencatatan Saham [ISAP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/df2f761506_7cc3b7aea1.pdf,1,"[{""text"": ""20260210_ISAP_Pencatatan Saham Tambahan dari Konversi_32026576_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/781c2aa9d5_f7896985c2.pdf"", ""filename"": ""20260210_ISAP_Pencatatan Saham Tambahan dari Konversi_32026576_lamp1.pdf""}]",2026-02-10T23:14:16.304362
20,2,2026-02-10,19:51:39,2026-02-10 19:51:39,SMMF,SMMF,Jatuh Tempo Obligasi / Sukuk Korporasi,Jatuh Tempo Obligasi / Sukuk Korporasi [SMMF ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/896fa5820d_8feea531d8.pdf,2,"[{""text"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7552f76dae_7e6874b7f8.pdf"", ""filename"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp1.pdf""}, {""text"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/b10bc7585a_30b5eb1b5a.pdf"", ""filename"": ""20260210_SMMF_Pengumuman Jatuh Tempo Obligasi dan Sukuk_32026606_lamp2.pdf""}]",2026-02-10T23:14:16.345504
21,3,2026-02-10,19:51:04,2026-02-10 19:51:04,XIPB,XIPB,Pengumuman Bursa Pencatatan Tambahan ETF,Pengumuman Bursa Pencatatan Tambahan ETF [XIPB ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/171ede50a5_d44afe3cf9.pdf,1,"[{""text"": ""20260210_XIPB_Pencatatan Awal//Tambahan ETF_32026464_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/5d4d9effa5_eb4aad4afc.pdf"", ""filename"": ""20260210_XIPB_Pencatatan Awal//Tambahan ETF_32026464_lamp1.pdf""}]",2026-02-10T23:14:22.714851
22,3,2026-02-10,19:50:45,2026-02-10 19:50:45,XKMS,XKMS,Pengumuman Bursa Pencatatan Tambahan ETF,Pengumuman Bursa Pencatatan Tambahan ETF [XKMS ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7bdcc4e284_0cc112c6dc.pdf,2,"[{""text"": ""20260210_XKMS_Pencatatan Awal//Tambahan ETF_32026589_lamp2.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/98913fbe1f_30c5552a01.pdf"", ""filename"": ""20260210_XKMS_Pencatatan Awal//Tambahan ETF_32026589_lamp2.pdf""}, {""text"": ""20260210_XKMS_Pencatatan Awal//Tambahan ETF_32026589_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/ceb93221dd_7e872f793d.pdf"", ""filename"": ""20260210_XKMS_Pencatatan Awal//Tambahan ETF_32026589_lamp1.pdf""}]",2026-02-10T23:14:22.760627
23,3,2026-02-10,19:47:46,2026-02-10 19:47:46,ISAT,ISAT,Kesiapan Pembayaran Obligasi Berkelanjutan Berkelanjutan III Indosat Tahap I Tahun 2019 Seri D dan Sukuk Ijarah Berkelanjutan III Indosat Tahap I Tahun 2019 Seri D,Kesiapan Pembayaran Obligasi Berkelanjutan Berkelanjutan III Indosat Tahap I Tahun 2019 Seri D dan Sukuk Ijarah Berkelanjutan III Indosat Tahap I Tahun 2019 Seri D [ISAT ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/16732669b0_fd8af22aa2.pdf,1,"[{""text"": ""20260210_ISAT_Laporan Informasi dan Fakta Material_32026688_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/e1d2348022_f56838a591.pdf"", ""filename"": ""20260210_ISAT_Laporan Informasi dan Fakta Material_32026688_lamp1.pdf""}]",2026-02-10T23:14:22.793983
24,3,2026-02-10,19:46:20,2026-02-10 19:46:20,BCAP,BCAP,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [BCAP ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/7d685dea41_01b0496301.pdf,0,[],2026-02-10T23:14:22.815561
25,3,2026-02-10,19:41:18,2026-02-10 19:41:18,XILV,XILV,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio,Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio [XILV ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/8f74c2fe88_3331a64d6c.pdf,1,"[{""text"": ""20260210_XILV_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026752_lamp1.xlsx"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_INAV/202602/14b583ebef_d847a58daf.xlsx"", ""filename"": ""20260210_XILV_Laporan Harian atas Nilai Aktiva Bersih dan Komposisi Portofolio_32026752_lamp1.xlsx""}]",2026-02-10T23:14:22.850490
26,3,2026-02-10,19:40:36,2026-02-10 19:40:36,BHIT,BHIT,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [BHIT ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/12920c3504_1445d6fa49.pdf,0,[],2026-02-10T23:14:22.872813
27,3,2026-02-10,19:37:27,2026-02-10 19:37:27,TAXI,TAXI,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [TAXI ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/fb9c509502_3795111f58.pdf,1,"[{""text"": ""20260210_TAXI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026790_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/3b05ba6a26_a62b48f995.pdf"", ""filename"": ""20260210_TAXI_Laporan Bulanan Registrasi Pemegang Efek//Perubahan Struktur Pemegang Saham_32026790_lamp1.pdf""}]",2026-02-10T23:14:22.905961
28,3,2026-02-10,19:29:22,2026-02-10 19:29:22,MSIN,MSIN,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [MSIN ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/50dd002c99_7d782c57d7.pdf,0,[],2026-02-10T23:14:22.926703
29,3,2026-02-10,19:27:17,2026-02-10 19:27:17,INRU,INRU,Pencabutan Perizinan Berusaha Pemanfaatan Hutan (PBPH),Pencabutan Perizinan Berusaha Pemanfaatan Hutan (PBPH) [INRU ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/bf2efc4055_c2c26966e4.pdf,1,"[{""text"": ""20260210_INRU_Laporan Informasi dan Fakta Material_32026717_lamp1.pdf"", ""link"": ""https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/b205ae89d6_3d8c34d963.pdf"", ""filename"": ""20260210_INRU_Laporan Informasi dan Fakta Material_32026717_lamp1.pdf""}]",2026-02-10T23:14:22.957819
30,3,2026-02-10,19:22:21,2026-02-10 19:22:21,SAME,SAME,LAPORAN KEPEMILIKAN ATAU SETIAP PERUBAHAN KEPEMILIKAN SAHAM PERUSAHAAN TERBUKA,LAPORAN KEPEMILIKAN ATAU SETIAP PERUBAHAN KEPEMILIKAN SAHAM PERUSAHAAN TERBUKA [SAME],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_KSEI/LK-10022026-2903-00.pdf-0.pdf,0,[],2026-02-10T23:14:22.978802
31,4,2026-02-10,19:17:18,2026-02-10 19:17:18,KPIG,KPIG,Laporan Bulanan Registrasi Pemegang Efek,Laporan Bulanan Registrasi Pemegang Efek [KPIG ],https://www.idx.co.id/StaticData/NewsAndAnnouncement/ANNOUNCEMENTSTOCK/From_EREP/202602/b474f8fc08_677c3bf0bc.pdf,0,[],2026-02-10T23:14:29.346000
