no,ticker,title,date,source,high_priority_hits,medium_priority_hits,fundamental_hits,red_flags,urgency_score,total_score,category,action,key_findings
1807,-,Bursa Asia Menguat di Tengah Gejolak Venezuela,2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1806,-,"Saham Emas Kompak Berpesta, Analis Soroti Tiga Emiten Ini",2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1803,-,"January Effect Warnai IHSG di Awal 2026, Ditopang Saham Kapal dan Energi",2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1802,-,"Siapa Pemilik Saham AHAP? Emiten Asuransi Umum, Inilah Konglomerat Pengendalinya",2026-01-05,IDX Channel,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1801,-,"Cetak Rekor Baru, IHSG Jeda Siang Naik ke 8.804",2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1800,-,David Edison Tampubolon Mundur dari Direksi Goodyear Indonesia (GDYR),2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1799,-,Menhub Perketat Mobilitas Angkutan Barang Selama Arus Mudik Lebaran 2026,2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1305,-,"Keponakan Prabowo Digandeng TRIN, Harga Saham Terbang Tiga Digit",2025-12-05,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,akuisisi
1766,-,"Asing Ngegas di Hari Pertama Bursa, Saham-saham ini Diborong",2026-01-03,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1765,-,"RKAB Pertambangan Belum Terbit, Vale (INCO) Kehilangan Momentum?",2026-01-03,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1795,-,"Cetak ATH Awal Tahun, IHSG Ditutup ke 8.859",2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1794,-,Pemerintah dan Bank Sentral Korsel Komitmen Stabilkan Won yang Melemah,2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1791,-,Jasnita (JAST) Raih Perpanjang Kontrak dari Kemendikdasmen,2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1790,-,Merdeka Gold Resources (EMAS) Bantu Penanganan Banjir di Gorontalo,2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1786,-,"Wall Street Dibuka Menguat, Saham Teknologi dan Energi Naik usai Operasi Militer...",2026-01-05,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1785,-,"SULI Terima Dana Tanpa Bunga Rp25,87 Miliar, dari Mana?",2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2119,-,"Eksplorasi Nikel Konawe, MBMA Habiskan Dana Rp44,37 Miliar di Akhir 2025",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3186,-,"Profil Mirza Adityaswara, Wakil Ketua OJK yang Ikut Mengundurkan Diri",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3185,-,Wall Street Dibuka Melemah Usai Trump Calonkan Kevin Warsh sebagai Pengganti Pow...,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2012,-,IHSG Dibayangi Ambil Untung: Saham-saham ini Jadi Pilihan,2026-01-08,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2013,-,"IHSG Mulai Tertekan, Pasar Diminta Waspada Area Koreksi Jangka Pendek Hari Ini",2026-01-08,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2015,-,Wall Street Dibuka Lebih Tinggi usai Data Pekerjaan AS Dirilis,2026-01-09,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2016,-,"Genjot Ekspansi 2026, Ultra Voucher (UVCR) Perluas Fitur dan Jaringan Merchant U...",2026-01-09,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3172,-,Harga Minyak Menguat di Tengah Badai Dingin AS dan Ketegangan Global,2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3171,-,"IHSG Masih Rawan Lanjut Koreksi, Analis Wanti-wanti Area 8.100",2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2018,-,"TINS Gelontorkan Rp42,7 Miliar untuk Eksplorasi Timah di Kuartal IV-2025",2026-01-09,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1990,-,"Harga Emas Dunia Turun Hampir 1 Persen, Tertekan Aksi Profit Taking",2026-01-08,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2802,-,"Safe Haven Kembali Diburu, Harga Emas Menembus Rekor Historis",2026-01-23,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1784,-,"DKHH Jadwalkan RUPST, Ini Agenda yang Dibahas",2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1341,-,"Dua Emiten Sarang Burung Walet di BEI, Mana Menarik?",2025-12-08,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,tambahan modal
1335,-,"GOTO Jadi Magnet Asing, DEWA Masuk Radar Akumulasi",2025-12-08,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penjualan saham
1749,-,"Harga Emas Antam (ANTM) Hari Ini Turun Rp16.000, Intip Rinciannya",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1780,-,"RUPSLB SRAJ Digelar Februari, Ada Agenda Apa?",2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1779,-,"January Effect, Peluang Musiman dengan Banyak Catatan",2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1778,-,"Pekan Pendek, AK Beli 8.000.000 Lot BUMI Harga Segini",2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1777,-,Tiga Saham ini Terpantau Diakumulasi Bandar,2026-01-04,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1776,-,"Warren Buffett Pensiun, Ini Deretan Investasi Terbaiknya",2026-01-04,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1772,-,"Saham MPXL Naik Tajam pada Awal 2026, Ini Strategi Manajemen Dongkrak Kinerja",2026-01-04,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3195,-,"OJK Pastikan Bertemu dengan MSCI Pekan Depan, Tak Terpengaruh Pengunduran Dirut ...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2805,-,"Pasar Modal RI Tak Lagi Mengekor Asing, IHSG Diprediksi Tembus 10.000",2026-01-24,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3192,-,Ketua OJK dan 2 Petinggi Mengundurkan Diri,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3191,-,"Profil Mahendra Siregar, Ketua Dewan Komisioner OJK yang Mengundurkan Diri",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3190,-,Terungkap Alasan Mahendra Siregar Mundur dari Kursi Ketua OJK,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2102,-,"Insentif Pemerintah Jadi Angin Segar bagi Astra (ASII), Simak Proyeksi Teranyar",2026-01-11,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2124,-,"Rupiah Melemah ke Rp16.855 di Awal Pekan, Pasar Cermati Gejolak Iran",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2120,-,Komisaris Utama Envy Technologies (ENVY) Meninggal Dunia,2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1770,-,"10 Saham Paling Ramai Ditransaksikan Sepekan: BUMI, INET, hingga LEAD",2026-01-04,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2806,-,Harga Minyak Sawit (CPO) Naik Tiga Pekan Beruntun,2026-01-24,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1350,-,"Saham Pilihan IPOT Minggu Ini, Ada Potensi Cuan?",2025-12-08,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1733,-,Purbaya Pede IHSG Tembus 10.000 di 2026: Bukan Angka Mustahil!,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1763,-,"IHSG Pekan Depan Diproyeksi Lanjut Menguat, Simak Analisa 4 Saham Berikut",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1762,-,Wall Street Ditutup Menguat Terdorong Saham-saham Produsen Chip,2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1761,-,"IHSG Menguat di Perdagangan Pertama 2026, Analis Ungkap Prospeknya ke Depan",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1760,-,Data Ketenagakerjaan hingga Laporan Keuangan Bank Besar Uji Wall Street Pekan De...,2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1759,-,"Dolar AS Menguat di Awal 2026, Akhiri Penurunan Tahunan Terbesar dalam Delapan T...",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1757,-,"Harga Emas Menguat di Awal 2026, Didukung Ekspektasi Pemangkasan Suku Bunga AS",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3201,-,"Rupiah Ditutup Melemah ke Rp16.786 per Dolar AS, Tertekan Pencalonan Ketua The F...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3200,-,"Reli Terhenti, Harga CPO Tertekan Ambil Untung",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3199,-,IHSG Tutup Akhir Pekan dengan Menguat ke 8.329,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3198,-,"BSD City (BSDE) Raih Marketing Sales Rp10,04 Triliun Sepanjang 2025",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3225,-,"Harga Emas Antam (ANTM) Jelang Akhir Pekan Turun Rp48 Ribu, Cek Lengkapnya",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2152,-,"Saham Big Caps Berpotensi Tekan IHSG Hari Ini, Cermati Proyeksinya",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3174,-,"Emas Cetak Sejarah di Atas USD5.300, Pasar Masih Menunggu Arah The Fed",2026-01-29,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2153,-,IHSG Hari Ini Berpotensi Konsolidasi Menguat Terdorong Data Ekonomi AS dan Domes...,2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1755,-,Harga Minyak Melemah di Hari Perdagangan Pertama 2026,2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1754,-,Saham Maritim dan Konsumer Melonjak di Awal 2026,2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1753,-,Saham Bank Besar Jadi Sasaran Jual Asing di Perdagangan Perdana 2026,2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1752,-,"Siapa Pemilik Saham ARKO? Emiten Pengelola PLTA, Ini Pengendalinya",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1751,-,"Harga CPO Melemah di Awal 2026, Ekspor Malaysia Masih Lesu",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1717,-,Austindo (ANJT) Hentikan Operasional Tiga Anak Usahanya,2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1748,-,"Intip Kinerja Saham Sinar Mas 2025, Emiten Batu Baranya Tumbuh 170,78 Persen",2026-01-03,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1743,-,"Bitcoin IDR Melemah Tipis: Jual, Beli, atau Tahan?",2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1742,-,"BEI Pelototi UMA ITMA, DEWI, dan MBSS di Awal 2026",2026-01-02,,0,1,0,1,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1741,-,"ANJT Setop Bisnis Tiga Anak Usaha, Ada Apa?",2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1740,-,IHSG Dibuka ke 8.684: Optimisme Tahun Baru di Tengah Nett Sell Asing,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1737,-,Apa Saja yang Disahkan RUPSLB LABS? Ini Catatan Detailnya,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1736,-,BEI Galang Dana untuk Pemulihan Bencana Sumatra,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1388,-,"DFI Retail (HERO) Genjot Laba, Jual Aset Tak Terpakai",2025-12-11,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,divestasi
1729,-,OJK Tingkatkan Perlindungan Terhadap Investor Ritel,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1728,-,Bisakah IHSG Tembus Level 10.000?,2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1727,-,"Bebani Dunia Usaha, Kelompok Lobi Bisnis Jepang Desak Pemerintah Atasi Pelemahan...",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1726,-,"IHSG Awal 2026 Diprediksi Bullish, Cek Analisa Saham PTRO-HRUM",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1725,-,"Mengintip Prospek Saham Konglomerat di 2026, Masih Bakal Hot?",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1724,-,"Deretan Proyeksi Harga Emas Dunia 2026, dari UBS hingga Morgan Stanley",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1723,-,Prospek Harga Minyak di 2026: Surplus Pasokan Bayangi Pasar,2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1722,-,"BEI Pagi Ini Buka Perdagangan Perdana 2026, Purbaya Pede IHSG Tembus 10.000",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1721,-,"IHSG Awal 2026 Berpeluang Lanjutkan Penguatan, Cek Potensi Cuan Saham ADRO-UNVR",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1720,-,Harga Emas Antam (ANTM) Hari Ini Rebound ke Rp2.504.000 per Gram,2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1719,-,"Awali Perdagangan 2026, IHSG Dibuka Hijau ke 8.680",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2154,-,"IHSG Hari Ini Berpotensi Bergerak Mixed di 8.900–9.000, Cermati Empat Saham Beri...",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3303,-,"PT PP Raih Kontrak Baru Senilai Rp934,36 Miliar",2026-01-31,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1426,-,Arus Kas Tipis: RUPO–RUPSU Jadi Taruhan WIKA,2025-12-15,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,obligasi
1718,-,"RKAB 2026 Vale (INCO) Belum Terbit, Operasional Dihentikan Sementara",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2184,-,Saham Nikel MBMA-MDKA Cs Bertenaga saat Pasar Lesu,2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2183,-,"Rupiah Ditutup Melemah ke Rp16.877 per USD, Ini Sederet Sentimennya",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2181,-,"IHSG Ditutup Menguat ke 8.948, SOLA-XIPB Puncaki Top Gainers",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2192,-,"IHSG Sesi I Merah, Turun Tipis ke Level 8.884",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2118,-,"Wall Street Dibuka Melemah, Pasar Khawatir dengan Independensi The Fed",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2117,-,"Antam (ANTM) Luncurkan Emas Batangan Tematik Imlek, Intip Detailnya",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2148,-,"Harga Minyak Berpeluang Fluktuatif Pekan Ini, WTI Diproyeksi di Kisaran USD56-US...",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2147,-,"UBS Proyeksi 2026 Jadi Tahun Transisi Bagi Pasar Minyak, Begini Alasannya",2026-01-12,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3189,-,"Mundur dari OJK, Mahendra Siregar: Bentuk Tanggung Jawab Moral untuk Dukung Lang...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3187,-,"Rasio Utang Rendah, Indonesia Masih Jadi Magnet Investor Global",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3210,-,Dana Pensiun dan Asuransi Bisa Investasi di Pasar Modal hingga 20 Persen,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3209,-,MNC Asset Management Targetkan Kenaikan AUM hingga 52 Persen di 2026,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3206,-,RMKE Berencana Buyback Saham Maksimal Rp200 Miliar,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3204,-,"BUMN Kontribusi 30 Persen Kapitalisasi Pasar, Danantara Dukung Demutualisasi Bur...",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3202,-,OJK Sambut Baik Jika Danantara Masuk Jadi Pemegang Saham BEI,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2158,-,"IHSG Ditutup Melemah 0,58 Persen, Lima Saham ini Alami Koreksi Paling Dalam",2026-01-12,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2189,-,"Berkaca dari Covid, Airlangga Ingatkan Pentingnya Stabilitas Pangan di Tengah Ko...",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1702,-,"Promo Awal Tahun, MNC Sekuritas Ajak Investor Baru Raih Cashback untuk Transaksi...",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1731,-,"BEI Siap Ganti Direksi, Pemerintah Minta Pasar Lebih Bersih",2026-01-02,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2159,-,Direktur Vale Indonesia Beli Saham INCO dengan Jumlah Besar,2026-01-12,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2160,-,"Gandeng PT Pos Indonesia, BTN Bidik Dana Murah Rp5 Triliun",2026-01-12,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1716,-,"Bursa Asia Naik di Perdagangan Perdana 2026, Pasar China dan Jepang Masih Libur",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1711,-,"Purbaya Sebut IHSG Bakal Tembus 10.000 pada 2026, Ini Alasannya",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1709,-,"IHSG Sesi I Ditutup Naik 77,96 Poin ke 8.724",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1707,-,"Jelang Pergantian Direksi BEI, Purbaya Ungkap Kriteria Idamannya",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2163,-,Tokocrypto Prediksi 2026 sebagai Titik Balik Pasar Kripto Indonesia,2026-01-12,,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2188,-,"Saham SOLA Bergerak di Bidang Apa? Emiten Pengolahan Aspal, Intip Lini Bisnisnya",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
2185,-,"Saham ASRI Milik Siapa? Developer Alam Sutera, Simak Daftar Proyek dan Pengendal...",2026-01-13,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1671,-,Pengunjung Ragunan Tembus 113 Ribu Orang pada Liburan Tahun Baru 2026,2026-01-01,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3297,-,"Data Perdagangan Saham Ditutup Bervariasi, Kapitalisasi Pasar Jadi Rp15.046 Tril...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1698,-,"IHSG Menguat 1,17 Persen di Awal 2026, Ditutup ke 8.748",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1697,-,"Harum Energy (HRUM) Perpanjang Periode Buyback Saham, Siapkan Dana Rp335 Miliar",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1696,-,"Gejolak Global Tekan Rupiah ke Rp16.725, Pasar Waspadai Arah The Fed",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1695,-,"ADRO Tetapkan Kurs Dividen Interim, Ini Besarannya",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1694,-,TMAS Bergerak di Bidang Apa? Ini Deretan Bisnis dan Pemilik Perusahaannya,2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1693,-,"Kebut Pembangunan Nonstop Enam Hari, Adhi Karya (ADHI) Pastikan 600 unit Huntara...",2026-01-02,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3299,-,"Otoritas Bursa Mundur di Tengah Sentimen MSCI, Pasar Diproyeksi Alami Tekanan Se...",2026-01-31,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3237,-,"Pasar Masih Fluktuatif, Allo Bank (BBHI) Lanjutkan Aksi Buyback Rp60,65 Miliar",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3234,-,"Harga Minyak Melonjak 3 Persen, Sentuh Level Tertinggi Lima Bulan",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
1556,-,"CASS Setor Modal ke Anak Usaha, ini Alasan di Baliknya",2025-12-23,,1,1,0,0,5,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,penambahan modal
3224,-,Bursa Asia Lesu Jelang Akhir Pekan,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3223,-,"Perkuat Ekosistem, PTRO Dirikan Tiga Entitas Usaha Baru di Bidang Konsultasi",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3221,-,Komisaris CDI Group Mulai Cicil Saham CDIA,2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
3220,-,"Iman Rachman Mundur, BEI Bakal Dipimpin Plt Direktur Utama",2026-01-30,IDX Channel,0,0,0,0,10,10,🚀 HIGH POTENTIAL,IMMEDIATE REVIEW,-
