date,sender_id,username,message
2026-01-29 04:21:58+00:00,6423182909,,Konglo PP gak terpuruk
2026-01-29 04:19:28+00:00,7991300083,,"Sabar masih banyak yang scalping, jadi harganya pelan2 naik.."
2026-01-29 03:58:41+00:00,6082101383,,Gzco rebound
2026-01-29 03:47:34+00:00,5645215725,Kudyis13,Pantau pak pp
2026-01-29 03:35:50+00:00,7788064691,,di syukurin aja dulu mas nanti kalo di banting lagi gas maki maki BEI
2026-01-29 03:35:47+00:00,6973520188,,selamat bermalam Jum'at teman²☺️
2026-01-29 03:35:14+00:00,5403188989,balmondsky,"kalau masih dibawah 9000, gapeduli ah anj"
2026-01-29 03:34:44+00:00,7788064691,,wkwkwkw siap mas
2026-01-29 03:26:50+00:00,8348398894,,Saya juga nunggu bulan Maret soalnya mau takbiran.👍🏼
2026-01-29 03:25:15+00:00,8540635461,,Bodo amat mending tidur tunggu maret nnti
2026-01-29 03:23:39+00:00,8348398894,,Mulai membaik
2026-01-29 03:21:47+00:00,5645215725,Kudyis13,Per emasan kuat banget
2026-01-29 03:17:20+00:00,8348398894,,lha bandarnya minggat...😄
2026-01-29 03:15:03+00:00,7914276487,,"kalimat ""arakan ndar""  sulit di temukan skrng"
2026-01-29 03:14:56+00:00,8540635461,,Tenang tenang ilang 🗿
2026-01-29 03:14:36+00:00,6358904878,,Uang datang kepada orang yang tenang 😭
2026-01-29 03:13:05+00:00,7710069987,,Kkkkk  masih bisa ketawa ni🤣
2026-01-29 03:11:58+00:00,8126863401,,tenang kawan ritel se-indonesia bersama minus sepertimu haha
2026-01-29 03:08:31+00:00,5645215725,Kudyis13,Walah -9%
2026-01-29 03:04:42+00:00,6911247551,,Gw tmnin gimna ni haduhh🥹
2026-01-29 03:03:33+00:00,7710069987,,Masih waras kawan”? 🤣
2026-01-29 03:02:46+00:00,8540635461,,Jadi amuba sekarang 🫠 profit yg di kumpulin setahun abis dalam 2hari
2026-01-29 03:00:05+00:00,6569118199,,Bisa balik lagi gk ya dia di 2k
2026-01-29 02:59:47+00:00,6569118199,,Gila di buva gua minus banyak😭😭
2026-01-29 02:58:35+00:00,8348398894,,Baru buka sudah minus 9.
2026-01-29 02:58:07+00:00,6189942230,,ANTM arb
2026-01-29 02:57:31+00:00,5306973957,Paopaaa,"Cacing cacing, cacingan"
2026-01-29 02:54:34+00:00,8343882238,,mau cl pun gabisa karna antrian panjang😷🤒
2026-01-29 02:54:16+00:00,1106194997,,Cuman dia di porto yg hijau
2026-01-29 02:54:05+00:00,1106194997,,
2026-01-29 02:51:12+00:00,5901711445,bihasann,cring jadi gembel
2026-01-29 02:47:11+00:00,6628678400,,baru mantul lg
2026-01-29 02:47:08+00:00,6628678400,,kekny bakal ke 7.2 dulu
2026-01-29 02:44:47+00:00,5645215725,Kudyis13,Waktunya Serok
2026-01-29 02:38:35+00:00,8230839646,antoniofernanda,Silahkan bersilahturahmi
2026-01-29 02:38:35+00:00,8230839646,antoniofernanda,https://www.tiktok.com/@idx_bei?_r=1&_t=ZS-93SrOwWrFc0
2026-01-29 02:36:31+00:00,8348398894,,"Harusnya kepemilikan mereka seperti klub Real Madrid, dimiliki oleh semua kalangan, jadi tidak ada monopoli, walaupun dana investasi yang didapatkan tidak sebanyak ketika lembaga/ investor asing masuk. 😄"
2026-01-29 02:36:08+00:00,8540635461,,"Rakyat skrng udah pinter , pasar modal kebakar yg kita salahin orang BEI bukan pak purbaya
Kita demo aja kali ya orang BEI 🤣"
2026-01-29 02:33:23+00:00,8168395017,,Bener² suruh istirahat😂😂
2026-01-29 02:33:18+00:00,854495832,dlxyda,Lord dasco dtg ke bei dong
2026-01-29 02:33:00+00:00,5428145225,,"Kmaren cl gorengan, langsunh serok ke fundamental"
2026-01-29 02:32:24+00:00,7808315286,,Udahh lahhh untuk sementara ini jangan buka sekuritas 😭
2026-01-29 02:31:51+00:00,8348398894,,kalau terus turun (20%) pasarnya yang disuspend.😁
2026-01-29 02:31:39+00:00,854495832,dlxyda,Hapus apk aja mau nyerok kyk gini ga kuat dana nya 😔
