<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/4/2025,IHSG,7552.496,7560.056,7448.040,7464.645,1728670070
8/4/2025,IDX30,0.000,0.000,0.000,0.000,0
8/4/2025,IDX80,0.000,0.000,0.000,0.000,0
8/4/2025,AADI,6850,6875,6750,6775,11540500
8/4/2025,AALI,6800,6850,6750,6750,735400
8/4/2025,ABBA,36,37,36,37,57900
8/4/2025,ABDA,0,0,0,0,0
8/4/2025,ABMM,2970,3030,2970,3000,1562000
8/4/2025,ACES,472,478,470,476,33112300
8/4/2025,ACESBQCV5A,2,3,2,3,39400
8/4/2025,ACESBQCX5B,0,0,0,0,0
8/4/2025,ACESDRCJ6A,19,19,19,19,2500
8/4/2025,ACESDRCQ5A,2,2,2,2,4519100
8/4/2025,ACESHDCZ5A,55,55,55,55,9100
8/4/2025,ACRO,68,74,67,69,24494600
8/4/2025,ACRO-W,7,8,6,6,13332800
8/4/2025,ACST,88,90,84,85,4590800
8/4/2025,ADCP,50,50,50,50,28000
8/4/2025,ADES,13750,13975,13075,13525,72600
8/4/2025,ADHI,248,262,244,262,67262300
8/4/2025,ADMF,9100,9100,8975,9000,107200
8/4/2025,ADMG,132,132,126,127,1855800
8/4/2025,ADMR,1110,1170,1090,1125,68684200
8/4/2025,ADMRDRCJ6A,45,53,44,47,2587800
8/4/2025,ADMRZPCH6A,66,74,66,68,411700
8/4/2025,ADRO,1865,1920,1830,1900,52741400
8/4/2025,ADROBQCU5A,25,25,23,23,2100
8/4/2025,ADROBQCZ5A,35,35,35,35,100
8/4/2025,ADRODRCJ6A,78,78,75,75,9500
8/4/2025,ADRODRCQ5A,2,2,2,2,100
8/4/2025,ADRODRCQ5B,15,15,15,15,500
8/4/2025,ADRODRCX5A,48,53,47,49,930000
8/4/2025,ADROHDCQ5A,5,5,4,4,189900
8/4/2025,ADROHDCZ5A,0,0,0,0,0
8/4/2025,ADROZPCF6A,42,42,42,42,5500
8/4/2025,AEGS,53,53,52,53,7585000
8/4/2025,AGAR,222,280,222,280,2064100
8/4/2025,AGII,935,935,910,920,347900
8/4/2025,AGRO,210,218,206,212,31673100
8/4/2025,AGRS,65,65,63,64,1910600
8/4/2025,AHAP,65,66,64,64,5112900
8/4/2025,AIMS,370,370,364,364,147200
8/4/2025,AISA,126,128,123,125,6879600
8/4/2025,AKKU,0,0,0,0,0
8/4/2025,AKPI,585,590,580,585,3600
