<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/15/2025,IHSG,8107.299,8132.522,7936.371,8051.175,34682713500
10/15/2025,AADI,7875,8000,7600,7875,19493100
10/15/2025,AADIDRCN6A,93,96,85,85,1707700
10/15/2025,AADIHDCK6A,94,97,87,89,391900
10/15/2025,AADIYUCK6A,0,0,0,0,0
10/15/2025,AALI,7925,8050,7825,7850,2118100
10/15/2025,ABBA,72,72,72,72,5391500
10/15/2025,ABDA,0,0,0,0,0
10/15/2025,ABMM,2760,2770,2570,2570,13306700
10/15/2025,ACES,418,440,412,440,147185700
10/15/2025,ACESBQCV5A,3,3,2,2,3313000
10/15/2025,ACESBQCX5B,5,5,3,4,11290700
10/15/2025,ACESBQCZ5A,0,0,0,0,0
10/15/2025,ACESDRCJ6A,10,11,10,11,1243700
10/15/2025,ACESHDCZ5A,0,0,0,0,0
10/15/2025,ACESZPCJ6A,17,17,17,17,3800
10/15/2025,ACRO,83,86,81,83,8626600
10/15/2025,ACRO-W,11,12,11,11,3128100
10/15/2025,ACST,137,139,131,134,4213300
10/15/2025,ADCP,58,59,54,55,45328000
10/15/2025,ADES,13550,13575,13475,13525,30500
10/15/2025,ADHI,262,262,256,256,7821100
10/15/2025,ADMF,8650,8650,8575,8600,94200
10/15/2025,ADMG,133,135,127,128,1364800
10/15/2025,ADMR,1375,1390,1260,1275,116469800
10/15/2025,ADMRDRCJ6A,71,71,57,58,8105700
10/15/2025,ADMRHDCJ6A,106,106,98,98,750800
10/15/2025,ADMRZPCH6A,81,85,81,82,235000
10/15/2025,ADRO,1705,1715,1655,1680,84255400
10/15/2025,ADROBQCG6A,0,0,0,0,0
10/15/2025,ADROBQCZ5A,12,12,10,11,4839700
10/15/2025,ADRODRCJ6A,45,45,45,45,1500
10/15/2025,ADRODRCX5A,28,28,25,25,6805000
10/15/2025,ADROHDCZ5A,0,0,0,0,0
10/15/2025,ADROHDPH6A,0,0,0,0,0
10/15/2025,ADROYUCZ5A,44,44,44,44,34500
10/15/2025,ADROZPCF6A,20,20,20,20,9900
10/15/2025,ADROZPCK6A,43,44,43,44,96500
10/15/2025,AEGS,42,43,39,40,13649700
10/15/2025,AGAR,242,252,242,242,28900
10/15/2025,AGII,0,0,0,0,0
10/15/2025,AGRO,222,224,212,222,20808100
10/15/2025,AGRS,71,71,69,70,2748400
10/15/2025,AHAP,86,89,82,85,25572500
10/15/2025,AIMS,490,490,446,446,573500
10/15/2025,AISA,132,135,129,135,9868200
10/15/2025,AKKU,0,0,0,0,0
10/15/2025,AKPI,555,565,550,565,8800
10/15/2025,AKRA,1090,1100,1065,1065,101285100
10/15/2025,AKRABQCX5B,0,0,0,0,0
10/15/2025,AKRADRCX5A,14,14,12,14,1320400
10/15/2025,AKRAHDCH6A,0,0,0,0,0
10/15/2025,AKRAZPCJ6A,0,0,0,0,0
10/15/2025,AKRAZPCM6A,28,28,27,27,8800
10/15/2025,AKRAZPCX5A,0,0,0,0,0
10/15/2025,AKSI,330,330,296,304,872100
10/15/2025,ALDO,488,498,488,494,43600
10/15/2025,ALII,555,565,545,555,2127200
10/15/2025,ALKA,328,338,326,336,16500
10/15/2025,ALMI,0,0,0,0,0
10/15/2025,ALTO,0,0,0,0,0
10/15/2025,AMAG,352,352,342,350,128400
10/15/2025,AMAN,137,142,131,132,2763500
10/15/2025,AMAR,244,244,220,234,3916500
10/15/2025,AMFG,3330,3420,3320,3420,7600
10/15/2025,AMIN,250,250,236,250,445900
10/15/2025,AMMN,7475,7550,7100,7250,23203700
10/15/2025,AMMNBQCZ5A,18,18,14,15,5286100
10/15/2025,AMMNDRCJ6A,50,50,45,48,1430800
10/15/2025,AMMNHDCH6A,72,72,72,72,28000
10/15/2025,AMMNZPCG6A,29,33,29,31,163300
10/15/2025,AMMS,320,350,288,302,24931400
10/15/2025,AMOR,428,430,426,428,92800
10/15/2025,AMRT,2180,2250,2140,2220,95635500
10/15/2025,AMRTBQCH6A,32,35,32,35,15164000
10/15/2025,AMRTDRCZ5A,28,28,28,28,30000
10/15/2025,AMRTHDCJ6A,21,26,20,25,2282200
10/15/2025,AMRTZPCK6A,27,27,26,27,105700
10/15/2025,AMRTZPCX5A,35,42,35,42,3405500
10/15/2025,ANDI,23,23,23,23,18031600
10/15/2025,ANJT,2290,2310,2240,2310,526100
10/15/2025,ANTM,3410,3460,3310,3400,198843300
10/15/2025,ANTMBQCX5A,68,71,60,63,345700
10/15/2025,ANTMBQCZ5A,0,0,0,0,0
10/15/2025,ANTMDRCG6A,56,58,51,58,1174000
10/15/2025,ANTMDRCG6B,83,85,76,82,70100
10/15/2025,ANTMDRCX5A,366,366,366,366,100
10/15/2025,ANTMDRPZ5A,0,0,0,0,0
10/15/2025,ANTMHDCH6A,93,93,89,89,33500
10/15/2025,ANTMHDCH6B,151,151,139,145,813000
10/15/2025,ANTMHDPH6A,57,57,52,56,89600
10/15/2025,ANTMZPCJ6A,92,93,85,89,3326100
10/15/2025,ANTMZPCK6A,37,37,35,37,4069400
10/15/2025,ANTMZPCX5A,250,250,236,242,270200
10/15/2025,APEX,131,132,125,126,29403600
10/15/2025,APIC,1125,1135,1120,1125,4846600
10/15/2025,APII,184,188,182,186,203000
10/15/2025,APLI,466,492,462,478,102700
10/15/2025,APLN,96,98,95,95,7348600
10/15/2025,ARCI,1475,1505,1320,1440,362460300
10/15/2025,AREA,500,505,496,505,2049400
10/15/2025,ARGO,1060,1060,1050,1050,2200
10/15/2025,ARII,264,274,262,264,311500
10/15/2025,ARKA,30,32,29,32,5216900
10/15/2025,ARKO,1575,1580,1480,1520,607700
10/15/2025,ARMY,0,0,0,0,0
10/15/2025,ARNA,530,535,515,535,2983100
10/15/2025,ARTA,3250,3250,3020,3070,11700
10/15/2025,ARTI,0,0,0,0,0
10/15/2025,ARTO,2010,2060,1950,2060,7018400
10/15/2025,ARTOBQCX5B,0,0,0,0,0
10/15/2025,ARTOBQCZ5A,9,10,7,10,3896100
10/15/2025,ARTODRCK6A,0,0,0,0,0
10/15/2025,ARTODRCX5A,0,0,0,0,0
10/15/2025,ARTOHDCZ5A,0,0,0,0,0
10/15/2025,ARTOZPCK6A,0,0,0,0,0
10/15/2025,ARTOZPCX5A,0,0,0,0,0
10/15/2025,ASBI,452,585,452,452,519200
10/15/2025,ASDM,535,555,520,540,106800
10/15/2025,ASGR,1100,1110,1080,1100,1805000
10/15/2025,ASHA,92,92,83,83,30204000
10/15/2025,ASII,5950,5950,5750,5775,96604500
10/15/2025,ASIIBQCZ5A,0,0,0,0,0
10/15/2025,ASIIDRCX5A,0,0,0,0,0
10/15/2025,ASIIDRCX6A,0,0,0,0,0
10/15/2025,ASIIHDCZ5A,0,0,0,0,0
10/15/2025,ASIIZPCJ6A,0,0,0,0,0
10/15/2025,ASIIZPCM6A,33,34,32,32,77700
10/15/2025,ASJT,118,130,118,127,1866800
10/15/2025,ASLC,78,80,75,77,45031400
10/15/2025,ASLI,0,0,0,0,0
10/15/2025,ASMI,28,28,26,28,4080900
10/15/2025,ASPI,0,0,0,0,0
10/15/2025,ASPR,95,96,92,93,5320900
10/15/2025,ASRI,164,166,159,161,27351000
10/15/2025,ASRM,468,550,398,398,3594800
10/15/2025,ASSA,875,880,855,865,5161200
10/15/2025,ATAP,76,83,76,83,5289700
10/15/2025,ATIC,430,436,422,434,696300
10/15/2025,ATLA,72,74,67,71,162272500
10/15/2025,AUTO,2400,2420,2310,2310,25623900
10/15/2025,AUTODRCV6A,63,63,63,63,100
10/15/2025,AUTOZPCJ6A,0,0,0,0,0
10/15/2025,AVIA,424,446,422,446,201699000
10/15/2025,AVIADRCV6A,0,0,0,0,0
10/15/2025,AVIAZPCJ6A,17,19,17,19,580600
10/15/2025,AWAN,222,224,218,220,20435700
10/15/2025,AXIO,124,124,113,115,3164700
10/15/2025,AYAM,178,178,175,177,67904000
10/15/2025,AYLS,242,242,206,206,23942800
10/15/2025,BABP,52,53,52,52,9420300
10/15/2025,BABY,350,352,304,336,13754900
10/15/2025,BACA,140,145,140,141,2705200
10/15/2025,BAIK,104,106,101,101,956100
10/15/2025,BAIK-W,11,11,9,10,7014600
10/15/2025,BAJA,164,178,152,152,45381600
10/15/2025,BALI,1165,1165,1100,1140,39300
10/15/2025,BANK,800,810,800,810,3934200
10/15/2025,BANK-W,0,0,0,0,0
