<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/1/2025,IHSG,8069.940,8093.690,8034.250,8043.822,57285569700
10/1/2025,AADI,7500,7575,7325,7400,9275900
10/1/2025,AADIHDCK6A,82,85,82,83,4065500
10/1/2025,AADIYUCK6A,280,282,280,282,600
10/1/2025,AALI,8175,8200,7925,8000,1922400
10/1/2025,ABBA,52,57,52,57,10714500
10/1/2025,ABDA,0,0,0,0,0
10/1/2025,ABMM,2900,2900,2860,2880,715600
10/1/2025,ACES,432,436,420,422,70170200
10/1/2025,ACESBQCV5A,7,9,6,8,15604100
10/1/2025,ACESBQCX5B,9,9,6,7,12001100
10/1/2025,ACESBQCZ5A,0,0,0,0,0
10/1/2025,ACESDRCJ6A,12,12,11,11,6312700
10/1/2025,ACESHDCZ5A,0,0,0,0,0
10/1/2025,ACESZPCJ6A,18,18,17,17,14500
10/1/2025,ACRO,86,86,84,84,6770300
10/1/2025,ACRO-W,14,14,13,13,10902100
10/1/2025,ACST,132,163,132,146,155504800
10/1/2025,ADCP,60,63,59,60,87567700
10/1/2025,ADES,13450,13600,13375,13375,17600
10/1/2025,ADHI,284,288,278,278,44261800
10/1/2025,ADMF,8900,9000,8875,8950,26800
10/1/2025,ADMG,142,142,138,141,570900
10/1/2025,ADMR,1055,1080,1030,1065,38817500
10/1/2025,ADMRDRCJ6A,34,36,33,36,1730600
10/1/2025,ADMRHDCJ6A,0,0,0,0,0
10/1/2025,ADMRZPCH6A,52,55,52,55,400
10/1/2025,ADRO,1700,1705,1665,1670,55169300
10/1/2025,ADROBQCG6A,0,0,0,0,0
10/1/2025,ADROBQCZ5A,14,15,13,13,10010900
10/1/2025,ADRODRCJ6A,49,49,47,47,326400
10/1/2025,ADRODRCX5A,29,29,28,28,4469700
10/1/2025,ADROHDCZ5A,0,0,0,0,0
10/1/2025,ADROHDPH6A,0,0,0,0,0
10/1/2025,ADROYUCZ5A,0,0,0,0,0
10/1/2025,ADROZPCF6A,0,0,0,0,0
10/1/2025,ADROZPCK6A,46,46,45,45,9400
10/1/2025,AEGS,53,56,49,50,23986000
10/1/2025,AGAR,242,246,238,244,92800
10/1/2025,AGII,810,880,810,880,7273000
10/1/2025,AGRO,242,258,238,250,81125400
10/1/2025,AGRS,77,78,76,77,4681500
10/1/2025,AHAP,87,94,83,85,189625000
10/1/2025,AIMS,394,394,370,394,740600
10/1/2025,AISA,147,153,140,143,47373300
10/1/2025,AKKU,0,0,0,0,0
10/1/2025,AKPI,565,565,555,560,59200
10/1/2025,AKRA,1225,1225,1130,1135,48348900
10/1/2025,AKRABQCX5B,30,30,27,28,45500
10/1/2025,AKRADRCX5A,26,26,24,24,806600
10/1/2025,AKRAHDCH6A,55,55,49,49,43700
10/1/2025,AKRAZPCJ6A,0,0,0,0,0
10/1/2025,AKRAZPCX5A,0,0,0,0,0
10/1/2025,AKSI,324,332,312,326,1022000
10/1/2025,ALDO,494,498,492,494,41800
10/1/2025,ALII,545,550,540,545,4927800
10/1/2025,ALKA,330,344,318,322,103000
10/1/2025,ALMI,0,0,0,0,0
10/1/2025,ALTO,0,0,0,0,0
10/1/2025,AMAG,362,368,358,362,32700
10/1/2025,AMAN,164,164,155,162,7997100
10/1/2025,AMAR,208,212,208,210,4138800
10/1/2025,AMFG,3400,3400,3300,3380,20300
10/1/2025,AMIN,242,242,236,240,456500
10/1/2025,AMMN,7225,7225,6925,6950,22398100
10/1/2025,AMMNBQCZ5A,19,19,15,15,7591300
10/1/2025,AMMNDRCJ6A,48,48,44,45,202500
10/1/2025,AMMNHDCH6A,0,0,0,0,0
10/1/2025,AMMNZPCG6A,31,31,29,29,110000
10/1/2025,AMMS,242,258,222,230,17640000
10/1/2025,AMOR,454,482,454,458,331400
10/1/2025,AMRT,1930,1945,1840,1850,66962500
10/1/2025,AMRTDRCZ5A,19,19,16,16,3081800
10/1/2025,AMRTHDCJ6A,14,15,10,11,11061600
10/1/2025,AMRTZPCK6A,20,20,16,17,328800
10/1/2025,AMRTZPCX5A,23,25,22,23,86800
10/1/2025,ANDI,32,32,31,31,5880900
10/1/2025,ANJT,1940,2330,1940,2070,4934400
10/1/2025,ANTM,3200,3230,3160,3210,125660700
10/1/2025,ANTMBQCX5A,60,62,58,60,32300
10/1/2025,ANTMBQCZ5A,685,685,685,685,500
10/1/2025,ANTMDRCG6A,50,50,50,50,100
10/1/2025,ANTMDRCX5A,0,0,0,0,0
10/1/2025,ANTMDRPZ5A,37,37,37,37,13200
10/1/2025,ANTMHDCH6A,85,85,85,85,5300
10/1/2025,ANTMHDCH6B,132,133,131,131,589500
10/1/2025,ANTMHDPH6A,69,69,68,69,15100
10/1/2025,ANTMZPCJ6A,77,80,77,80,114100
10/1/2025,ANTMZPCK6A,44,44,31,33,9511500
10/1/2025,ANTMZPCX5A,0,0,0,0,0
10/1/2025,APEX,120,132,118,126,154691200
10/1/2025,APIC,1170,1175,1150,1165,4221500
10/1/2025,APII,181,183,181,181,6700
10/1/2025,APLI,488,505,448,468,51700
10/1/2025,APLN,103,104,102,103,8529200
10/1/2025,ARCI,1010,1020,980,1010,166380700
10/1/2025,AREA,605,620,590,600,2773600
