<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/2/2025,IHSG,8070.430,8109.440,8059.050,8071.081,41318758500
10/2/2025,AADI,7500,7750,7400,7600,21899900
10/2/2025,AADIDRCN6A,85,89,83,85,1685900
10/2/2025,AADIHDCK6A,85,90,84,87,103400
10/2/2025,AADIYUCK6A,282,294,282,294,70400
10/2/2025,AALI,8000,8050,7825,7950,2052900
10/2/2025,ABBA,62,62,62,62,10342600
10/2/2025,ABDA,2970,2970,2970,2970,200
10/2/2025,ABMM,2880,2880,2850,2870,720700
10/2/2025,ACES,424,428,420,422,34412500
10/2/2025,ACESBQCV5A,8,8,6,8,5510200
10/2/2025,ACESBQCX5B,7,8,6,7,1533100
10/2/2025,ACESBQCZ5A,16,16,16,16,42400
10/2/2025,ACESDRCJ6A,11,12,11,11,1406000
10/2/2025,ACESHDCZ5A,0,0,0,0,0
10/2/2025,ACESZPCJ6A,17,17,17,17,2500
10/2/2025,ACRO,84,87,82,85,8701000
10/2/2025,ACRO-W,14,14,13,13,4823700
10/2/2025,ACST,149,156,146,147,15165100
10/2/2025,ADCP,60,61,59,60,28522100
10/2/2025,ADES,13575,13800,13400,13600,92500
10/2/2025,ADHI,282,286,276,280,15688000
10/2/2025,ADMF,9000,9000,8725,8825,236400
10/2/2025,ADMG,141,141,138,139,244300
10/2/2025,ADMR,1070,1140,1060,1090,117844000
10/2/2025,ADMRDRCJ6A,36,42,36,38,3040700
10/2/2025,ADMRHDCJ6A,0,0,0,0,0
10/2/2025,ADMRZPCH6A,62,62,57,57,65400
10/2/2025,ADRO,1675,1705,1670,1670,49443100
10/2/2025,ADROBQCG6A,0,0,0,0,0
10/2/2025,ADROBQCZ5A,14,14,13,13,1291800
10/2/2025,ADRODRCJ6A,48,48,48,48,70100
10/2/2025,ADRODRCX5A,30,30,28,28,462100
10/2/2025,ADROHDCZ5A,41,41,41,41,600
10/2/2025,ADROHDPH6A,123,124,123,124,202600
10/2/2025,ADROYUCZ5A,0,0,0,0,0
10/2/2025,ADROZPCF6A,21,21,21,21,3900
10/2/2025,ADROZPCK6A,45,48,45,45,151700
10/2/2025,AEGS,51,51,47,47,28112100
10/2/2025,AGAR,244,248,238,242,127000
10/2/2025,AGII,880,1100,880,1000,26295800
10/2/2025,AGRO,258,272,252,254,177226000
10/2/2025,AGRS,77,80,77,78,13659100
10/2/2025,AHAP,85,92,82,84,96760200
10/2/2025,AIMS,402,406,402,406,584600
10/2/2025,AISA,143,144,140,142,7685600
10/2/2025,AKKU,0,0,0,0,0
10/2/2025,AKPI,570,580,565,570,12600
10/2/2025,AKRA,1140,1155,1115,1115,29380300
10/2/2025,AKRABQCX5B,28,28,22,22,3900
10/2/2025,AKRADRCX5A,21,21,20,20,100100
10/2/2025,AKRAHDCH6A,48,48,48,48,43700
10/2/2025,AKRAZPCJ6A,39,39,39,39,120200
10/2/2025,AKRAZPCX5A,0,0,0,0,0
10/2/2025,AKSI,328,336,316,320,813300
10/2/2025,ALDO,492,494,492,494,24700
10/2/2025,ALII,570,670,535,565,20585200
10/2/2025,ALKA,334,340,332,336,130000
10/2/2025,ALMI,0,0,0,0,0
10/2/2025,ALTO,0,0,0,0,0
10/2/2025,AMAG,360,368,354,362,118800
10/2/2025,AMAN,162,164,150,153,6907000
10/2/2025,AMAR,210,216,210,214,3821500
10/2/2025,AMFG,3380,3470,3380,3470,42700
10/2/2025,AMIN,240,242,232,234,261800
10/2/2025,AMMN,6925,7050,6825,6825,26745600
10/2/2025,AMMNBQCZ5A,16,17,14,15,6099600
10/2/2025,AMMNDRCJ6A,45,45,42,42,98200
10/2/2025,AMMNHDCH6A,67,67,67,67,1200
10/2/2025,AMMNZPCG6A,28,28,27,27,3700
10/2/2025,AMMS,230,246,230,236,5681800
10/2/2025,AMOR,458,460,454,454,79100
10/2/2025,AMRT,1875,1970,1850,1940,65203000
10/2/2025,AMRTDRCZ5A,18,21,18,19,3013100
10/2/2025,AMRTHDCJ6A,11,14,11,13,12325000
10/2/2025,AMRTZPCK6A,17,20,17,20,363600
10/2/2025,AMRTZPCX5A,21,24,21,24,65800
10/2/2025,ANDI,31,31,28,29,16660100
10/2/2025,ANJT,2090,2200,2040,2190,2054000
10/2/2025,ANTM,3190,3200,3100,3110,133099000
10/2/2025,ANTMBQCX5A,57,58,51,52,183600
10/2/2025,ANTMBQCZ5A,0,0,0,0,0
10/2/2025,ANTMDRCG6A,48,48,44,44,989100
10/2/2025,ANTMDRCX5A,308,308,308,308,1500
10/2/2025,ANTMDRPZ5A,37,40,37,40,74300
10/2/2025,ANTMHDCH6A,0,0,0,0,0
10/2/2025,ANTMHDCH6B,131,131,131,131,1000
10/2/2025,ANTMHDPH6A,0,0,0,0,0
10/2/2025,ANTMZPCJ6A,77,77,72,72,20600
10/2/2025,ANTMZPCK6A,32,32,29,30,744100
10/2/2025,ANTMZPCX5A,206,206,204,204,59100
10/2/2025,APEX,131,138,127,129,171526400
10/2/2025,APIC,1165,1170,1155,1170,4910500
10/2/2025,APII,184,185,179,180,249900
10/2/2025,APLI,480,480,430,462,64300
10/2/2025,APLN,103,105,102,102,11038100
10/2/2025,ARCI,1010,1010,950,960,162412100
10/2/2025,AREA,615,615,550,570,1712800
10/2/2025,ARGO,1170,1190,1150,1150,37800
10/2/2025,ARII,290,296,284,292,496700
10/2/2025,ARKA,36,36,36,36,5479000
10/2/2025,ARKO,1630,1655,1545,1605,791100
10/2/2025,ARMY,0,0,0,0,0
10/2/2025,ARNA,535,540,530,540,1046700
10/2/2025,ARTA,3110,3140,2700,2700,900
10/2/2025,ARTI,0,0,0,0,0
10/2/2025,ARTO,2190,2340,2170,2200,41722900
10/2/2025,ARTOBQCX5B,100,122,100,106,6539100
10/2/2025,ARTOBQCZ5A,15,21,15,17,7915900
10/2/2025,ARTODRCK6A,80,87,73,75,1964600
10/2/2025,ARTODRCX5A,57,62,53,53,1798600
10/2/2025,ARTOHDCZ5A,122,122,122,122,200
10/2/2025,ARTOZPCK6A,53,56,49,49,155600
10/2/2025,ARTOZPCX5A,0,0,0,0,0
10/2/2025,ASBI,444,460,444,456,12300
10/2/2025,ASDM,555,555,535,540,37200
10/2/2025,ASGR,1155,1155,1125,1130,567700
10/2/2025,ASHA,81,81,76,76,34533300
10/2/2025,ASII,5750,5750,5625,5700,29346300
10/2/2025,ASIIBQCZ5A,108,108,108,108,32300
10/2/2025,ASIIDRCX5A,0,0,0,0,0
10/2/2025,ASIIDRCX6A,0,0,0,0,0
10/2/2025,ASIIHDCZ5A,0,0,0,0,0
10/2/2025,ASIIZPCJ6A,117,117,117,117,100
10/2/2025,ASJT,126,132,118,125,3846800
10/2/2025,ASLC,86,93,84,90,127848500
10/2/2025,ASLI,121,121,90,121,602052000
10/2/2025,ASMI,35,35,34,34,5897700
10/2/2025,ASPI,720,720,690,690,526400
10/2/2025,ASPR,100,104,100,101,8906400
10/2/2025,ASRI,180,183,174,176,54788300
10/2/2025,ASRM,388,418,360,368,1874100
10/2/2025,ASSA,845,860,835,840,2845600
10/2/2025,ATAP,64,64,61,62,853800
10/2/2025,ATIC,426,436,420,432,396200
10/2/2025,ATLA,91,94,81,85,1303722800
10/2/2025,AUTO,2310,2340,2300,2340,1828000
10/2/2025,AUTODRCV6A,56,56,55,55,12000
10/2/2025,AUTOZPCJ6A,30,30,30,30,1000
10/2/2025,AVIA,406,408,402,406,5291400
10/2/2025,AVIADRCV6A,60,60,59,59,73200
10/2/2025,AVIAZPCJ6A,15,15,15,15,32700
10/2/2025,AWAN,248,248,230,236,19786600
10/2/2025,AXIO,131,132,128,130,454500
10/2/2025,AYAM,174,183,174,181,127564600
10/2/2025,AYLS,118,120,114,115,9430600
