<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/28/2025,IHSG,8555.660,8572.360,8495.210,8508.706,39972598200
11/28/2025,AADI,7425,7500,7375,7500,8191800
11/28/2025,AADIDRCN6A,83,84,82,84,52100
11/28/2025,AADIHDCK6A,86,87,85,87,901200
11/28/2025,AADIYUCK6A,286,286,286,286,300
11/28/2025,AALI,7575,7625,7500,7575,621000
11/28/2025,ABBA,56,56,55,55,1308000
11/28/2025,ABDA,2690,2690,2690,2690,200
11/28/2025,ABMM,2930,2930,2900,2920,489300
11/28/2025,ACES,420,422,416,418,30341300
11/28/2025,ACESBQCG6A,9,9,8,8,90900
11/28/2025,ACESBQCK6A,0,0,0,0,0
11/28/2025,ACESBQCZ5A,2,2,2,2,189800
11/28/2025,ACESDRCJ6A,9,9,8,9,848300
11/28/2025,ACESHDCN6A,50,50,50,50,25000
11/28/2025,ACESHDCZ5A,2,3,2,2,1700
11/28/2025,ACESZPCJ6A,0,0,0,0,0
11/28/2025,ACRO,89,89,88,88,3486000
11/28/2025,ACRO-W,6,6,5,6,1484600
11/28/2025,ACST,142,147,138,139,9723200
11/28/2025,ADCP,54,55,53,54,18548900
11/28/2025,ADES,15650,15650,15300,15350,19700
11/28/2025,ADHI,250,252,246,250,13002200
11/28/2025,ADMF,8775,8775,8650,8725,84100
11/28/2025,ADMG,160,161,157,161,369000
11/28/2025,ADMR,1270,1285,1255,1270,17153200
11/28/2025,ADMRDRCH6A,0,0,0,0,0
11/28/2025,ADMRDRCJ6A,52,54,50,52,172400
11/28/2025,ADMRHDCJ6A,0,0,0,0,0
11/28/2025,ADMRZPCH6A,71,71,70,70,30600
11/28/2025,ADRO,1810,1820,1800,1810,48940700
11/28/2025,ADROBQCG6A,54,54,54,54,100
11/28/2025,ADROBQCJ6A,0,0,0,0,0
11/28/2025,ADROBQCN6A,0,0,0,0,0
11/28/2025,ADROBQCZ5A,3,3,2,3,565300
11/28/2025,ADRODRCJ6A,48,48,47,47,177000
11/28/2025,ADROHDCN6A,63,64,63,63,4747000
11/28/2025,ADROHDCZ5A,0,0,0,0,0
11/28/2025,ADROHDPH6A,0,0,0,0,0
11/28/2025,ADROYUCZ5A,22,22,22,22,100
11/28/2025,ADROZPCF6A,18,18,18,18,17700
11/28/2025,ADROZPCK6A,49,49,49,49,3061300
11/28/2025,AEGS,71,77,66,76,73575500
11/28/2025,AGAR,238,260,238,240,208600
11/28/2025,AGII,1535,1620,1530,1580,2628200
11/28/2025,AGRO,244,246,230,230,49248800
11/28/2025,AGRS,80,82,74,79,63088500
11/28/2025,AHAP,94,95,92,93,18630400
11/28/2025,AIMS,372,390,372,384,257300
11/28/2025,AISA,145,154,144,148,63988800
11/28/2025,AKKU,38,38,38,38,18500
11/28/2025,AKPI,575,580,570,575,12800
11/28/2025,AKRA,1245,1260,1230,1240,7621300
11/28/2025,AKRADRCH6A,41,41,39,39,600300
11/28/2025,AKRAHDCH6A,0,0,0,0,0
11/28/2025,AKRAZPCJ6A,0,0,0,0,0
11/28/2025,AKRAZPCM6A,35,35,35,35,6100
11/28/2025,AKSI,452,488,440,474,1095000
11/28/2025,ALDO,650,650,625,645,220100
11/28/2025,ALII,620,620,580,595,4284100
11/28/2025,ALKA,368,368,352,360,69800
11/28/2025,ALMI,0,0,0,0,0
11/28/2025,ALTO,0,0,0,0,0
11/28/2025,AMAG,384,388,376,384,187200
11/28/2025,AMAN,177,188,177,181,9399300
11/28/2025,AMAR,244,248,232,232,2855600
11/28/2025,AMFG,3170,3230,3140,3140,139700
11/28/2025,AMIN,260,260,254,256,70600
11/28/2025,AMMN,6550,6825,6500,6600,30197000
11/28/2025,AMMNBQCZ5A,3,3,1,2,4647300
11/28/2025,AMMNDRCJ6A,31,31,28,28,221900
11/28/2025,AMMNHDCH6A,44,44,44,44,100000
11/28/2025,AMMNZPCG6A,15,15,13,13,68600
11/28/2025,AMMS,484,484,484,484,4417500
11/28/2025,AMOR,388,398,388,390,514000
11/28/2025,AMRT,1815,1820,1780,1800,43014000
11/28/2025,AMRTBQCF6A,9,10,9,9,1681600
11/28/2025,AMRTBQCH6A,12,12,11,11,850200
11/28/2025,AMRTBQCJ6A,31,31,31,31,1000
11/28/2025,AMRTDRCH6A,17,18,16,16,11800
11/28/2025,AMRTDRCZ5A,6,6,5,5,4500
11/28/2025,AMRTHDCJ6A,6,6,5,6,10138300
11/28/2025,AMRTHDCN6A,33,33,33,33,16700
11/28/2025,AMRTZPCK6A,11,12,10,11,2818500
