<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
12/2/2025,IHSG,8577.606,8625.636,8564.695,8617.043,42362000900
12/2/2025,AADI,7425,7675,7400,7600,12044900
12/2/2025,AADIDRCN6A,82,88,82,87,87400
12/2/2025,AADIHDCK6A,86,91,86,91,66800
12/2/2025,AADIYUCK6A,282,294,278,294,1900
12/2/2025,AALI,7675,7800,7650,7650,2144900
12/2/2025,ABBA,54,54,54,54,2295400
12/2/2025,ABDA,2690,2690,2690,2690,100
12/2/2025,ABMM,2920,2930,2890,2920,702400
12/2/2025,ACES,418,422,416,420,57481500
12/2/2025,ACESBQCG6A,0,0,0,0,0
12/2/2025,ACESBQCK6A,0,0,0,0,0
12/2/2025,ACESBQCZ5A,2,3,2,3,316100
12/2/2025,ACESDRCJ6A,8,9,7,7,1521500
12/2/2025,ACESHDCN6A,49,49,49,49,492700
12/2/2025,ACESHDCZ5A,2,3,2,2,60500
12/2/2025,ACESZPCJ6A,0,0,0,0,0
12/2/2025,ACRO,85,89,84,85,27615900
12/2/2025,ACRO-W,6,6,5,6,3156000
12/2/2025,ACST,133,138,133,136,5122200
12/2/2025,ADCP,53,53,51,52,16400900
12/2/2025,ADES,15400,15475,15375,15475,5300
12/2/2025,ADHI,244,244,238,238,16017700
12/2/2025,ADMF,8675,8725,8625,8700,56100
12/2/2025,ADMG,162,162,159,160,742900
12/2/2025,ADMR,1270,1320,1270,1305,38131300
12/2/2025,ADMRDRCH6A,32,35,32,34,116500
12/2/2025,ADMRDRCJ6A,50,57,50,57,3219000
12/2/2025,ADMRHDCJ6A,88,89,87,88,2060900
12/2/2025,ADMRZPCH6A,76,76,76,76,100100
12/2/2025,ADRO,1825,1860,1825,1840,52388300
12/2/2025,ADROBQCG6A,54,54,52,52,399000
12/2/2025,ADROBQCJ6A,0,0,0,0,0
12/2/2025,ADROBQCN6A,56,57,56,57,2100
12/2/2025,ADROBQCZ5A,3,3,2,2,1608600
12/2/2025,ADRODRCJ6A,49,51,49,49,145000
12/2/2025,ADROHDCN6A,0,0,0,0,0
12/2/2025,ADROHDCZ5A,25,25,25,25,100000
12/2/2025,ADROHDPH6A,0,0,0,0,0
12/2/2025,ADROYUCZ5A,19,19,19,19,100
12/2/2025,ADROZPCF6A,18,18,16,16,119600
12/2/2025,ADROZPCK6A,49,88,49,88,37900
