<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
9/4/2025,IHSG,7873.840,7899.800,7855.740,7867.348,37811108000
9/4/2025,IDX30,0.000,0.000,0.000,0.000,0
9/4/2025,IDX80,0.000,0.000,0.000,0.000,0
9/4/2025,AADI,7200,7375,7200,7250,13726000
9/4/2025,AALI,7375,7400,7275,7350,890700
9/4/2025,ABBA,42,42,42,42,1293800
9/4/2025,ABDA,0,0,0,0,0
9/4/2025,ABMM,2960,2970,2930,2960,481700
9/4/2025,ACES,438,442,436,440,50209300
9/4/2025,ACESBQCV5A,2,2,1,2,3027800
9/4/2025,ACESBQCX5B,13,13,10,10,362900
9/4/2025,ACESBQCZ5A,20,20,19,20,1810000
9/4/2025,ACESDRCJ6A,14,15,14,15,960900
9/4/2025,ACESHDCZ5A,0,0,0,0,0
9/4/2025,ACESZPCJ6A,21,22,20,20,300
9/4/2025,ACRO,83,92,83,85,49378000
9/4/2025,ACRO-W,13,14,12,13,13285100
9/4/2025,ACST,157,158,143,144,28347000
9/4/2025,ADCP,69,70,61,62,254052300
9/4/2025,ADES,13750,13800,13675,13725,4500
9/4/2025,ADHI,296,300,290,290,45994600
9/4/2025,ADMF,9000,9025,8900,8975,25000
9/4/2025,ADMG,152,153,144,148,1234800
9/4/2025,ADMR,1030,1065,1015,1025,60574500
9/4/2025,ADMRDRCJ6A,35,37,34,34,2801400
9/4/2025,ADMRHDCJ6A,60,60,58,58,1000
9/4/2025,ADMRZPCH6A,58,58,54,54,119900
9/4/2025,ADRO,1735,1820,1735,1760,167436900
9/4/2025,ADROBQCU5A,3,4,1,2,6140600
9/4/2025,ADROBQCZ5A,21,21,18,18,975200
9/4/2025,ADRODRCJ6A,62,62,60,60,180100
9/4/2025,ADRODRCX5A,37,42,37,37,5359200
9/4/2025,ADROHDCZ5A,59,59,59,59,9300
9/4/2025,ADROHDPH6A,132,132,123,125,12100
9/4/2025,ADROYUCZ5A,76,76,76,76,100
9/4/2025,ADROZPCF6A,29,30,28,28,1400
9/4/2025,AEGS,46,49,44,45,210332900
9/4/2025,AGAR,250,252,240,250,49300
9/4/2025,AGII,840,840,800,830,483700
9/4/2025,AGRO,236,238,232,232,7431000
9/4/2025,AGRS,78,80,75,77,21784800
9/4/2025,AHAP,81,81,75,77,9793900
9/4/2025,AIMS,326,326,296,320,41700
9/4/2025,AISA,121,130,121,123,23626100
9/4/2025,AKKU,0,0,0,0,0
9/4/2025,AKPI,560,560,555,555,28600
9/4/2025,AKRA,1240,1255,1215,1230,18458100
9/4/2025,AKRABQCX5B,0,0,0,0,0
9/4/2025,AKRADRCX5A,37,37,36,36,300
9/4/2025,AKRAHDCH6A,0,0,0,0,0
9/4/2025,AKRAZPCJ6A,54,55,54,55,9600
9/4/2025,AKRAZPCX5A,65,65,62,62,300
9/4/2025,AKSI,248,250,232,246,252600
