<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/7/2025,IHSG,8182.656,8217.046,8153.713,8169.281,43080000700
10/7/2025,AADI,7400,7675,7375,7500,15106700
10/7/2025,AADIDRCN6A,79,87,79,84,296800
10/7/2025,AADIHDCK6A,81,90,81,85,4379200
10/7/2025,AADIYUCK6A,278,290,278,290,16400
10/7/2025,AALI,7575,7575,7375,7400,1952200
10/7/2025,ABBA,81,81,81,81,19111400
10/7/2025,ABDA,2970,2970,2970,2970,200
10/7/2025,ABMM,2810,2820,2770,2770,2056800
10/7/2025,ACES,430,434,422,424,36588700
10/7/2025,ACESBQCV5A,6,6,4,4,12386200
10/7/2025,ACESBQCX5B,7,7,5,6,4303800
10/7/2025,ACESBQCZ5A,0,0,0,0,0
10/7/2025,ACESDRCJ6A,11,12,11,11,672600
10/7/2025,ACESHDCZ5A,0,0,0,0,0
10/7/2025,ACESZPCJ6A,18,18,18,18,205100
10/7/2025,ACRO,89,96,89,91,98738700
10/7/2025,ACRO-W,13,14,12,12,21994600
10/7/2025,ACST,153,155,143,143,22189000
10/7/2025,ADCP,60,60,58,59,36999700
10/7/2025,ADES,13600,13850,13325,13700,112800
10/7/2025,ADHI,266,268,258,262,19908100
10/7/2025,ADMF,8775,8800,8725,8750,67100
10/7/2025,ADMG,140,140,135,136,844500
10/7/2025,ADMR,1105,1135,1090,1105,42727500
10/7/2025,ADMRDRCJ6A,41,42,39,39,951100
10/7/2025,ADMRHDCJ6A,0,0,0,0,0
10/7/2025,ADMRZPCH6A,63,63,63,63,200
10/7/2025,ADRO,1665,1665,1635,1650,91088500
10/7/2025,ADROBQCG6A,0,0,0,0,0
10/7/2025,ADROBQCZ5A,12,13,11,12,4021400
10/7/2025,ADRODRCJ6A,45,45,44,44,26000
10/7/2025,ADRODRCX5A,27,27,26,26,668700
10/7/2025,ADROHDCZ5A,0,0,0,0,0
10/7/2025,ADROHDPH6A,0,0,0,0,0
10/7/2025,ADROYUCZ5A,0,0,0,0,0
10/7/2025,ADROZPCF6A,0,0,0,0,0
