<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
7/7/2025,IHSG,6874.008,6900.932,6844.861,6900.932,139824885
7/7/2025,IDX30,0.000,0.000,0.000,0.000,0
7/7/2025,IDX80,0.000,0.000,0.000,0.000,0
7/7/2025,AADI,7000,7025,6825,6950,5024500
7/7/2025,AALI,5775,5800,5600,5800,387200
7/7/2025,ABBA,37,37,36,37,975400
7/7/2025,ABDA,0,0,0,0,0
7/7/2025,ABMM,2970,3020,2950,3020,788300
7/7/2025,ACES,488,488,482,484,7008400
7/7/2025,ACESBQCV5A,5,5,5,5,352100
7/7/2025,ACESDRCN5A,2,2,2,2,1068500
7/7/2025,ACESDRCQ5A,1,1,1,1,1350000
7/7/2025,ACRO,61,61,60,60,1620300
7/7/2025,ACRO-W,6,7,6,7,16600
7/7/2025,ACST,89,89,88,88,322600
7/7/2025,ADCP,50,50,50,50,10000
7/7/2025,ADES,12000,12875,11300,12475,100000
7/7/2025,ADHI,230,236,228,232,4993000
7/7/2025,ADMF,9150,9200,8975,9075,71900
7/7/2025,ADMG,114,118,113,115,261100
7/7/2025,ADMR,960,965,930,935,10789400
7/7/2025,ADMRZPCH6A,51,51,50,50,7634000
7/7/2025,ADRO,1760,1760,1730,1740,32279600
7/7/2025,ADROBQCN5A,10,10,9,9,315300
7/7/2025,ADROBQCU5A,0,0,0,0,0
7/7/2025,ADROBQCZ5A,0,0,0,0,0
7/7/2025,ADRODRCN5A,3,3,3,3,45000
7/7/2025,ADRODRCQ5A,3,3,3,3,350800
7/7/2025,ADRODRCQ5B,19,19,19,19,400
7/7/2025,ADRODRCX5A,44,46,42,46,220400
7/7/2025,ADROHDCN5A,0,0,0,0,0
7/7/2025,ADROHDCQ5A,0,0,0,0,0
7/7/2025,ADROZPCF6A,0,0,0,0,0
7/7/2025,AEGS,31,33,30,33,3769000
7/7/2025,AGAR,236,260,228,228,226500
7/7/2025,AGII,980,995,980,980,298300
7/7/2025,AGRO,200,200,198,199,2727300
7/7/2025,AGRS,64,65,63,64,2007500
7/7/2025,AHAP,66,67,64,64,530000
7/7/2025,AIMS,300,302,298,298,17700
7/7/2025,AISA,140,141,137,137,1740800
7/7/2025,AKKU,0,0,0,0,0
7/7/2025,AKPI,605,605,585,585,3600
7/7/2025,AKRA,1190,1190,1130,1170,17320400
7/7/2025,AKRADRCN5A,33,33,27,32,500
7/7/2025,AKRADRCQ5A,8,8,7,7,50500
7/7/2025,AKRADRCX5A,32,32,29,32,11600
7/7/2025,AKRAHDCQ5A,17,17,17,17,500
7/7/2025,AKRAZPCX5A,52,54,52,54,4200
7/7/2025,AKSI,270,274,266,272,292600
7/7/2025,ALDO,492,498,486,490,176800
7/7/2025,ALII,620,630,615,630,3954400
7/7/2025,ALKA,294,308,294,302,10600
7/7/2025,ALMI,0,0,0,0,0
7/7/2025,ALTO,0,0,0,0,0
7/7/2025,AMAG,356,360,344,356,68200
7/7/2025,AMAN,102,102,100,100,771500
7/7/2025,AMAR,157,158,156,157,180400
7/7/2025,AMFG,3540,3540,3490,3540,11600
7/7/2025,AMIN,154,154,146,147,68200
7/7/2025,AMMN,8500,8525,8325,8400,14272500
7/7/2025,AMMNZPCG6A,75,75,71,71,35500
7/7/2025,AMMS,0,0,0,0,0
7/7/2025,AMMS-W,0,0,0,0,0
7/7/2025,AMOR,520,520,510,510,23100
7/7/2025,AMRT,2330,2400,2290,2400,16284800
7/7/2025,AMRTBQCU5A,0,0,0,0,0
7/7/2025,AMRTDRCN5A,1,1,1,1,3704500
7/7/2025,AMRTDRCQ5A,5,7,5,7,180100
7/7/2025,AMRTDRCZ5A,50,53,50,51,4200
7/7/2025,AMRTHDCQ5A,34,35,34,35,142300
