<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/12/2025,IHSG,7666.090,7800.831,7605.925,7791.697,291866392
8/12/2025,IDX30,0.000,0.000,0.000,0.000,0
8/12/2025,IDX80,0.000,0.000,0.000,0.000,0
8/12/2025,AADI,7200,7200,7000,7075,11695600
8/12/2025,AALI,7175,7200,7025,7050,1396100
8/12/2025,ABBA,37,37,36,36,174900
8/12/2025,ABDA,0,0,0,0,0
8/12/2025,ABMM,3000,3010,2970,2990,1330300
8/12/2025,ACES,476,484,476,478,50760000
8/12/2025,ACESBQCV5A,3,3,2,3,567800
8/12/2025,ACESBQCX5B,18,19,18,18,900
8/12/2025,ACESDRCJ6A,20,20,19,19,297100
8/12/2025,ACESDRCQ5A,2,2,1,1,1160700
8/12/2025,ACESHDCZ5A,54,54,54,54,20200
8/12/2025,ACESZPCJ6A,29,29,29,29,1500
8/12/2025,ACRO,70,75,70,72,12869700
8/12/2025,ACRO-W,7,8,7,8,695100
8/12/2025,ACST,89,93,88,89,13071500
8/12/2025,ADCP,50,50,50,50,1471500
8/12/2025,ADES,14925,14925,13775,14600,161200
8/12/2025,ADHI,286,296,274,284,198888200
8/12/2025,ADMF,9050,9075,9025,9050,80000
8/12/2025,ADMG,125,127,121,124,210400
8/12/2025,ADMR,1110,1120,1100,1110,23208500
8/12/2025,ADMRDRCJ6A,45,46,45,45,474900
8/12/2025,ADMRZPCH6A,0,0,0,0,0
8/12/2025,ADRO,1810,1870,1810,1860,63852100
8/12/2025,ADROBQCU5A,15,16,15,15,100700
8/12/2025,ADROBQCZ5A,43,43,29,30,161300
8/12/2025,ADRODRCJ6A,75,75,74,74,23000
8/12/2025,ADRODRCQ5A,2,3,1,2,1979800
8/12/2025,ADRODRCQ5B,10,12,10,11,34700
8/12/2025,ADRODRCX5A,44,51,44,51,4505200
8/12/2025,ADROHDCQ5A,2,2,1,2,1465200
8/12/2025,ADROHDCZ5A,0,0,0,0,0
8/12/2025,ADROYUCZ5A,97,97,97,97,100
8/12/2025,ADROZPCF6A,0,0,0,0,0
8/12/2025,AEGS,56,56,52,53,5250400
8/12/2025,AGAR,260,260,240,252,70000
8/12/2025,AGII,910,910,900,910,103000
8/12/2025,AGRO,220,254,218,252,388304000
8/12/2025,AGRS,65,71,64,67,16584300
8/12/2025,AHAP,67,79,67,77,74913800
8/12/2025,AIMS,326,326,326,326,1427200
8/12/2025,AISA,130,130,126,127,4107100
8/12/2025,AKKU,0,0,0,0,0
8/12/2025,AKPI,585,590,575,580,12900
8/12/2025,AKRA,1285,1290,1260,1260,15845200
8/12/2025,AKRABQCX5B,0,0,0,0,0
8/12/2025,AKRADRCQ5A,6,6,5,5,309800
8/12/2025,AKRADRCX5A,42,42,42,42,100
8/12/2025,AKRAHDCH6A,0,0,0,0,0
8/12/2025,AKRAHDCQ5A,20,21,19,19,250100
8/12/2025,AKRAZPCJ6A,60,60,60,60,464000
8/12/2025,AKRAZPCX5A,0,0,0,0,0
8/12/2025,AKSI,252,252,246,250,59100
8/12/2025,ALDO,492,496,492,496,219000
8/12/2025,ALII,575,585,575,585,3779800
8/12/2025,ALKA,312,328,304,312,40500
8/12/2025,ALMI,0,0,0,0,0
8/12/2025,ALTO,0,0,0,0,0
8/12/2025,AMAG,352,362,352,362,16000
8/12/2025,AMAN,114,116,113,113,1323400
8/12/2025,AMAR,214,228,214,218,18324500
8/12/2025,AMFG,3060,3110,3050,3100,45500
8/12/2025,AMIN,173,180,172,175,137200
8/12/2025,AMMN,8325,8525,7975,8475,68602100
8/12/2025,AMMNBQCZ5A,49,49,46,48,12800
8/12/2025,AMMNDRCJ6A,79,82,79,82,192500
8/12/2025,AMMNHDCH6A,107,107,107,107,400
8/12/2025,AMMNZPCG6A,57,68,57,68,450300
8/12/2025,AMMS,142,154,142,154,6508500
8/12/2025,AMOR,515,515,505,505,28600
8/12/2025,AMRT,2390,2420,2380,2390,9734500
8/12/2025,AMRTBQCU5A,17,18,16,17,278200
8/12/2025,AMRTDRCQ5A,0,0,0,0,0
8/12/2025,AMRTDRCZ5A,50,50,50,50,23600
8/12/2025,AMRTHDCQ5A,12,13,12,12,200300
8/12/2025,AMRTZPCX5A,0,0,0,0,0
8/12/2025,ANDI,17,18,16,18,42921500
8/12/2025,ANJT,1760,1765,1760,1760,154600
8/12/2025,ANTM,2940,2950,2870,2900,111654300
8/12/2025,ANTMBQCU5A,262,264,262,264,170300
8/12/2025,ANTMBQCX5A,66,66,62,64,1443500
8/12/2025,ANTMBQCZ5A,0,0,0,0,0
8/12/2025,ANTMDRCG6A,46,46,44,45,465800
8/12/2025,ANTMDRCQ5A,242,242,242,242,100
8/12/2025,ANTMDRCX5A,276,278,270,270,418800
8/12/2025,ANTMDRPU5A,43,43,43,43,1100
8/12/2025,ANTMDRPU5B,22,22,22,22,180900
8/12/2025,ANTMHDCH6A,80,80,80,80,100
8/12/2025,ANTMHDCH6B,120,120,120,120,500
8/12/2025,ANTMHDCQ5A,0,0,0,0,0
8/12/2025,ANTMHDCU5A,90,90,90,90,3000
8/12/2025,ANTMYUCQ5A,0,0,0,0,0
8/12/2025,ANTMZPCJ6A,66,67,66,66,189500
8/12/2025,ANTMZPCX5A,0,0,0,0,0
8/12/2025,APEX,124,128,122,124,25117700
8/12/2025,APIC,1070,1110,1070,1110,5340800
8/12/2025,APII,170,178,168,175,232000
8/12/2025,APLI,488,488,486,486,14200
8/12/2025,APLN,107,109,105,105,30283800
8/12/2025,ARCI,660,705,635,705,48290300
8/12/2025,AREA,440,470,436,470,2485700
8/12/2025,ARGO,1340,1440,1250,1325,114600
8/12/2025,ARII,266,272,262,262,400400
8/12/2025,ARKA,24,24,22,23,5810900
8/12/2025,ARKO,1130,1225,1100,1130,1421800
8/12/2025,ARMY,0,0,0,0,0
8/12/2025,ARNA,575,585,570,580,2944600
8/12/2025,ARTA,3690,4350,3690,3710,142800
8/12/2025,ARTI,0,0,0,0,0
8/12/2025,ARTO,2010,2380,1975,2200,84608800
8/12/2025,ARTOBQCU5A,11,25,5,11,18660100
8/12/2025,ARTOBQCX5B,126,164,126,146,820500
8/12/2025,ARTOBQCZ5A,25,40,25,30,2272500
8/12/2025,ARTODRCQ5A,1,2,1,2,1323400
8/12/2025,ARTODRCX5A,46,71,46,58,5636700
8/12/2025,ARTOHDCZ5A,130,135,130,135,48900
8/12/2025,ARTOZPCX5A,49,72,49,58,29116700
8/12/2025,ASBI,436,448,430,434,15200
8/12/2025,ASDM,555,555,525,535,49300
8/12/2025,ASGR,1085,1090,1050,1070,1820600
8/12/2025,ASHA,19,20,19,20,3542400
8/12/2025,ASII,4900,5025,4890,4990,22725500
8/12/2025,ASIIBQCU5A,38,39,38,39,5200
8/12/2025,ASIIBQCZ5A,0,0,0,0,0
8/12/2025,ASIIDRCQ5A,10,10,10,10,100
8/12/2025,ASIIDRCQ5B,0,0,0,0,0
8/12/2025,ASIIDRCX5A,89,96,88,96,400
8/12/2025,ASIIDRCX6A,0,0,0,0,0
8/12/2025,ASIIDRPQ5A,3,3,2,2,1500
8/12/2025,ASIIHDCZ5A,0,0,0,0,0
8/12/2025,ASIIZPCJ6A,84,84,84,84,10400
8/12/2025,ASJT,108,109,107,108,89500
8/12/2025,ASLC,64,65,62,63,73992100
8/12/2025,ASLI,0,0,0,0,0
8/12/2025,ASMI,18,18,17,18,101700
8/12/2025,ASPI,276,310,274,286,1309000
8/12/2025,ASPR,94,100,94,98,56297200
8/12/2025,ASRI,166,169,163,165,29121800
8/12/2025,ASRM,282,282,280,282,33600
8/12/2025,ASSA,970,970,930,960,14492500
8/12/2025,ATAP,29,30,29,30,60000
8/12/2025,ATIC,406,410,398,406,378600
8/12/2025,ATLA,50,50,50,50,1330800
8/12/2025,AUTO,2190,2200,2140,2170,1382300
8/12/2025,AUTOZPCJ6A,27,27,27,27,2500
8/12/2025,AVIA,428,434,424,424,17613600
8/12/2025,AVIAZPCJ6A,0,0,0,0,0
8/12/2025,AWAN,266,270,258,264,18786800
8/12/2025,AXIO,127,134,122,130,15910100
8/12/2025,AYAM,171,172,166,169,100052300
8/12/2025,AYLS,103,104,101,103,4852600
8/12/2025,BABP,53,55,52,54,67344500
8/12/2025,BABY,330,356,330,350,8358300
8/12/2025,BACA,131,135,130,132,2743900
8/12/2025,BAIK,95,95,93,94,1115700
8/12/2025,BAIK-W,9,9,7,8,3326800
8/12/2025,BAJA,130,131,128,128,1407900
8/12/2025,BALI,1300,1320,1300,1315,15000
8/12/2025,BANK,820,850,815,840,10254700
8/12/2025,BANK-W,0,0,0,0,0
8/12/2025,BAPA,50,54,50,51,12726500
8/12/2025,BAPI,10,10,9,10,6521700
8/12/2025,BATA,51,51,50,50,41300
8/12/2025,BATR,103,107,100,105,18453700
8/12/2025,BAUT,36,36,36,36,44113800
8/12/2025,BAYU,1280,1300,1280,1285,358700
8/12/2025,BBCA,8625,8875,8575,8850,171015700
8/12/2025,BBCABQCV5A,25,30,25,30,108600
8/12/2025,BBCABQCX5A,0,0,0,0,0
8/12/2025,BBCADRCF6A,67,74,67,74,848700
8/12/2025,BBCADRCQ5A,7,9,7,9,211500
8/12/2025,BBCADRCX6A,4550,4550,4550,4550,300
8/12/2025,BBCADRPQ5A,27,27,20,20,2400
8/12/2025,BBCAHDCQ5A,2,3,1,2,26000
8/12/2025,BBCAHDCU5A,0,0,0,0,0
8/12/2025,BBCAHDCV5A,0,0,0,0,0
8/12/2025,BBCAYUCQ5A,40,45,40,45,200
8/12/2025,BBCAZPCF6A,51,55,51,55,800
8/12/2025,BBCAZPCH6A,0,0,0,0,0
8/12/2025,BBHI,1600,1655,1500,1580,9906500
8/12/2025,BBKP,60,63,60,63,115126000
8/12/2025,BBLD,995,995,905,905,464000
8/12/2025,BBMD,2100,2100,2100,2100,100
8/12/2025,BBNI,4220,4420,4210,4360,120908000
8/12/2025,BBNIBQCU5A,31,31,31,31,100
8/12/2025,BBNIBQCV5A,0,0,0,0,0
8/12/2025,BBNIDRCQ5A,2,2,2,2,5200
8/12/2025,BBNIDRCX6A,2420,2520,2420,2520,300
8/12/2025,BBNIDRCZ5A,60,69,59,69,938500
8/12/2025,BBNIDRPU5A,17,17,17,17,86400
8/12/2025,BBNIHDCQ5A,10,18,10,18,26100
8/12/2025,BBNIHDCU5A,0,0,0,0,0
8/12/2025,BBNIHDPU5A,0,0,0,0,0
8/12/2025,BBNIYUCV5A,71,73,71,71,300
8/12/2025,BBNIZPCH6A,101,114,101,114,22000
8/12/2025,BBNIZPCX5A,0,0,0,0,0
8/12/2025,BBRI,3860,4050,3830,4050,404797800
8/12/2025,BBRIBQCQ5A,2,3,2,3,287600
8/12/2025,BBRIBQCU5A,0,0,0,0,0
8/12/2025,BBRIBQCZ5A,0,0,0,0,0
8/12/2025,BBRIDRCQ5A,6,11,6,11,117600
8/12/2025,BBRIDRCX5A,144,173,144,173,441100
8/12/2025,BBRIDRCX6A,2220,2380,2220,2370,7400
8/12/2025,BBRIHDCH6A,141,143,141,143,700
8/12/2025,BBRIHDCQ5A,0,0,0,0,0
8/12/2025,BBRIYUCV5A,135,147,135,146,47300
8/12/2025,BBRIZPCH6A,101,104,101,104,3200
8/12/2025,BBRIZPCX5A,84,87,84,87,7600
8/12/2025,BBRM,78,78,75,76,2033200
8/12/2025,BBSI,4010,4030,3910,4010,32200
8/12/2025,BBSS,266,274,256,262,55100
8/12/2025,BBTN,1210,1280,1205,1260,72378400
8/12/2025,BBTNHDCZ5A,118,118,118,118,5700
8/12/2025,BBTNYUCZ5A,76,76,76,76,100
8/12/2025,BBTNZPCG6A,51,55,51,55,4500
8/12/2025,BBYB,294,358,290,352,623500700
8/12/2025,BCAP,62,67,61,67,153346000
8/12/2025,BCIC,0,0,0,0,0
8/12/2025,BCIP,95,97,94,95,17332200
8/12/2025,BDKR,153,158,153,157,25932300
8/12/2025,BDMN,2570,2580,2530,2570,1061000
8/12/2025,BEBS,0,0,0,0,0
8/12/2025,BEEF,340,340,298,304,52139900
8/12/2025,BEER,102,108,101,102,2496500
8/12/2025,BEKS,23,24,23,23,5950200
8/12/2025,BELI,380,382,378,380,310000
8/12/2025,BELL,50,61,50,52,104255700
8/12/2025,BESS,1015,1030,995,1015,25700
8/12/2025,BEST,101,103,101,101,3781400
8/12/2025,BFIN,855,900,855,885,36720600
8/12/2025,BGTG,79,86,78,85,71177800
8/12/2025,BHAT,845,855,835,855,2396000
8/12/2025,BHIT,30,31,30,31,12401300
8/12/2025,BIKA,0,0,0,0,0
8/12/2025,BIKE,825,850,820,825,4049900
8/12/2025,BIMA,46,50,46,50,258200
8/12/2025,BINA,4380,4390,4380,4390,7900
8/12/2025,BINO,111,114,110,111,594900
8/12/2025,BIPI,90,90,88,89,82449400
8/12/2025,BIPP,37,37,37,37,44400
8/12/2025,BIRD,1925,1930,1880,1900,1909900
8/12/2025,BISI,890,895,880,895,85000
8/12/2025,BJBR,780,795,775,790,5711200
8/12/2025,BJTM,510,525,510,520,23755500
8/12/2025,BKDP,33,34,33,34,25100
8/12/2025,BKSL,155,155,146,147,821110100
8/12/2025,BKSW,60,66,59,62,37719500
8/12/2025,BLES,165,165,156,160,12575800
8/12/2025,BLOG,510,530,505,510,11241000
8/12/2025,BLTA,20,20,20,20,7118600
8/12/2025,BLTZ,1800,1800,1800,1800,400
8/12/2025,BLUE,310,316,308,314,924700
8/12/2025,BMAS,550,550,550,550,400
8/12/2025,BMBL,30,33,30,31,16717800
8/12/2025,BMHS,189,195,188,190,1213500
8/12/2025,BMRI,4770,4920,4750,4910,301599000
8/12/2025,BMRIBQCU5A,5,7,5,6,8191600
8/12/2025,BMRIBQCZ5A,76,76,76,76,100
8/12/2025,BMRIDRCQ5A,1,1,1,1,83800
8/12/2025,BMRIDRCX5A,65,71,64,71,831600
8/12/2025,BMRIDRCX6A,2460,2550,2450,2550,204600
8/12/2025,BMRIHDCQ5A,2,2,2,2,8900
8/12/2025,BMRIHDCU5A,111,111,111,111,45100
8/12/2025,BMRIHDPU5A,0,0,0,0,0
8/12/2025,BMRIYUCQ5A,21,21,21,21,200
8/12/2025,BMRIZPCH6A,71,75,71,74,135600
8/12/2025,BMRIZPCX5A,41,47,41,47,500100
8/12/2025,BMSR,246,250,246,248,41500
8/12/2025,BMTR,145,149,144,149,49445100
8/12/2025,BNBA,815,890,810,840,5282100
8/12/2025,BNBR,39,39,39,39,15288100
8/12/2025,BNGA,1710,1730,1710,1725,5502100
8/12/2025,BNGAZPCH6A,0,0,0,0,0
8/12/2025,BNII,204,210,202,208,5867300
8/12/2025,BNLI,3190,3190,3120,3170,121900
8/12/2025,BOAT,107,112,106,112,15500100
8/12/2025,BOBA,181,188,181,188,837500
8/12/2025,BOGA,600,610,590,610,711600
8/12/2025,BOLA,190,190,184,186,1802900
8/12/2025,BOLT,1060,1090,1060,1090,41200
8/12/2025,BOSS,0,0,0,0,0
8/12/2025,BPFI,340,340,320,326,78800
8/12/2025,BPII,585,590,585,590,249900
8/12/2025,BPTR,100,101,94,99,479600
8/12/2025,BRAM,5150,5250,5050,5225,1600
8/12/2025,BREN,8900,9325,8825,9100,72575500
8/12/2025,BRIS,2730,2790,2730,2780,33170200
8/12/2025,BRISBQCZ5A,0,0,0,0,0
8/12/2025,BRISDRCJ6A,55,55,55,55,511100
8/12/2025,BRISHDCH6A,71,74,71,72,8000
8/12/2025,BRISHDCZ5A,0,0,0,0,0
8/12/2025,BRISYUCV5A,87,87,87,87,100
8/12/2025,BRISZPCG6A,59,60,59,60,4900
8/12/2025,BRMS,442,442,432,434,439371600
8/12/2025,BRMSBQCZ5A,54,54,52,52,37300
8/12/2025,BRMSDRCJ6A,40,40,40,40,7500
8/12/2025,BRMSHDCH6A,0,0,0,0,0
8/12/2025,BRMSHDCZ5A,0,0,0,0,0
8/12/2025,BRMSYUCV5A,30,30,29,29,47000
8/12/2025,BRMSZPCG6A,62,62,62,62,53000
8/12/2025,BRNA,865,890,755,875,1273100
8/12/2025,BRPT,2350,2410,2280,2340,151906500
8/12/2025,BRPTBQCQ5A,0,0,0,0,0
8/12/2025,BRPTBQCV5A,396,398,396,396,400
8/12/2025,BRPTBQCX5B,103,103,92,103,196600
8/12/2025,BRPTBQCZ5A,0,0,0,0,0
8/12/2025,BRPTDRCF6A,202,206,202,204,86700
8/12/2025,BRPTDRCJ6A,111,116,107,111,509800
8/12/2025,BRPTDRCQ5A,0,0,0,0,0
8/12/2025,BRPTDRCX5A,242,246,236,236,431900
8/12/2025,BRPTDRPV5A,12,13,12,12,1727300
8/12/2025,BRPTHDCH6A,0,0,0,0,0
8/12/2025,BRPTHDCH6B,0,0,0,0,0
8/12/2025,BRPTHDCQ5A,0,0,0,0,0
8/12/2025,BRPTHDPG6A,0,0,0,0,0
8/12/2025,BRPTYUCZ5A,139,144,139,144,6000
8/12/2025,BRPTZPCF6A,244,244,238,238,4700
8/12/2025,BRPTZPCX5A,0,0,0,0,0
8/12/2025,BRRC,86,90,81,82,197421800
8/12/2025,BRRC-W,11,11,9,10,9809300
8/12/2025,BSBK,53,53,51,52,36999900
8/12/2025,BSDE,885,890,870,880,23291500
8/12/2025,BSDEDRCJ6A,27,29,27,29,58800
8/12/2025,BSDEZPCH6A,0,0,0,0,0
8/12/2025,BSIM,870,885,850,860,23400
8/12/2025,BSML,104,107,104,106,49501800
8/12/2025,BSSR,3900,3920,3900,3900,478500
8/12/2025,BSWD,0,0,0,0,0
8/12/2025,BTEK,5,6,5,6,112713000
8/12/2025,BTEL,0,0,0,0,0
