<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/11/2025,IHSG,7589.464,7630.107,7533.385,7605.925,1278022900
8/11/2025,IDX30,0.000,0.000,0.000,0.000,0
8/11/2025,IDX80,0.000,0.000,0.000,0.000,0
8/11/2025,AADI,7325,7350,7175,7200,11771400
8/11/2025,AALI,6950,7200,6900,7175,3112200
8/11/2025,ABBA,37,37,36,36,486800
8/11/2025,ABDA,0,0,0,0,0
8/11/2025,ABMM,2990,3000,2970,2990,806900
8/11/2025,ACES,472,480,470,476,54847900
8/11/2025,ACESBQCV5A,2,3,2,3,912100
8/11/2025,ACESBQCX5B,17,17,17,17,2300
8/11/2025,ACESDRCJ6A,19,19,19,19,220000
8/11/2025,ACESDRCQ5A,1,2,1,2,647300
8/11/2025,ACESHDCZ5A,51,52,51,52,200
8/11/2025,ACESZPCJ6A,0,0,0,0,0
8/11/2025,ACRO,69,73,68,70,13377300
8/11/2025,ACRO-W,7,8,6,8,2529200
8/11/2025,ACST,85,90,84,88,12226800
8/11/2025,ADCP,50,50,50,50,1200700
8/11/2025,ADES,14200,15050,14175,14925,206900
8/11/2025,ADHI,252,284,252,282,136291300
8/11/2025,ADMF,9050,9050,9025,9050,69500
8/11/2025,ADMG,122,128,120,125,398900
8/11/2025,ADMR,1120,1135,1110,1110,17914700
8/11/2025,ADMRDRCJ6A,46,46,45,46,401200
8/11/2025,ADMRZPCH6A,69,69,68,68,140500
8/11/2025,ADRO,1800,1830,1790,1810,68257400
8/11/2025,ADROBQCU5A,14,14,14,14,100
8/11/2025,ADROBQCZ5A,29,43,29,43,100100
8/11/2025,ADRODRCJ6A,70,71,69,69,400
8/11/2025,ADRODRCQ5A,1,3,1,2,30272100
8/11/2025,ADRODRCQ5B,12,12,12,12,3600
8/11/2025,ADRODRCX5A,44,45,43,43,275200
8/11/2025,ADROHDCQ5A,2,3,1,2,2300
8/11/2025,ADROHDCZ5A,0,0,0,0,0
8/11/2025,ADROYUCZ5A,92,92,90,90,11400
8/11/2025,ADROZPCF6A,0,0,0,0,0
8/11/2025,AEGS,58,60,53,55,15337200
8/11/2025,AGAR,250,268,250,260,113100
8/11/2025,AGII,890,915,890,910,297400
8/11/2025,AGRO,210,220,210,218,40722500
8/11/2025,AGRS,65,66,64,65,3228700
8/11/2025,AHAP,66,68,65,67,5618400
8/11/2025,AIMS,346,346,320,326,24400
8/11/2025,AISA,125,130,125,129,2874800
8/11/2025,AKKU,0,0,0,0,0
8/11/2025,AKPI,580,585,575,585,4800
8/11/2025,AKRA,1305,1310,1280,1285,7210100
8/11/2025,AKRABQCX5B,0,0,0,0,0
8/11/2025,AKRADRCQ5A,6,6,6,6,20900
8/11/2025,AKRADRCX5A,45,45,45,45,100
8/11/2025,AKRAHDCH6A,78,78,78,78,4000
8/11/2025,AKRAHDCQ5A,23,23,23,23,100
8/11/2025,AKRAZPCJ6A,63,63,63,63,464000
8/11/2025,AKRAZPCX5A,0,0,0,0,0
8/11/2025,AKSI,248,252,246,252,93600
8/11/2025,ALDO,498,498,492,492,3900
8/11/2025,ALII,575,585,570,575,3868300
8/11/2025,ALKA,314,314,304,312,23600
8/11/2025,ALMI,0,0,0,0,0
8/11/2025,ALTO,0,0,0,0,0
8/11/2025,AMAG,360,360,350,350,56300
8/11/2025,AMAN,114,114,111,113,1091300
8/11/2025,AMAR,206,214,200,212,3252900
8/11/2025,AMFG,3150,3150,3000,3050,72900
8/11/2025,AMIN,172,175,172,173,114700
8/11/2025,AMMN,8700,8700,8025,8300,38771100
8/11/2025,AMMNBQCZ5A,50,53,50,53,2200800
8/11/2025,AMMNDRCJ6A,80,80,77,77,5600
8/11/2025,AMMNHDCH6A,0,0,0,0,0
8/11/2025,AMMNZPCG6A,63,63,62,63,212600
8/11/2025,AMMS,126,140,123,140,16330600
8/11/2025,AMOR,515,515,500,505,114700
8/11/2025,AMRT,2360,2400,2340,2380,11434700
8/11/2025,AMRTBQCU5A,15,16,14,15,901700
8/11/2025,AMRTDRCQ5A,1,1,1,1,145700
8/11/2025,AMRTDRCZ5A,0,0,0,0,0
8/11/2025,AMRTHDCQ5A,12,12,10,10,200
8/11/2025,AMRTZPCX5A,0,0,0,0,0
8/11/2025,ANDI,17,17,17,17,3360300
8/11/2025,ANJT,1760,1770,1755,1765,642200
8/11/2025,ANTM,3060,3070,2930,2940,141894900
8/11/2025,ANTMBQCU5A,0,0,0,0,0
8/11/2025,ANTMBQCX5A,77,77,68,68,4081900
8/11/2025,ANTMBQCZ5A,615,615,615,615,100
8/11/2025,ANTMDRCG6A,51,51,48,48,384900
8/11/2025,ANTMDRCQ5A,248,248,248,248,100
8/11/2025,ANTMDRCX5A,298,298,280,280,239500
8/11/2025,ANTMDRPU5A,41,42,41,42,5500
8/11/2025,ANTMDRPU5B,21,22,21,22,200
8/11/2025,ANTMHDCH6A,87,87,82,82,13100
8/11/2025,ANTMHDCH6B,131,131,126,126,100200
8/11/2025,ANTMHDCQ5A,0,0,0,0,0
8/11/2025,ANTMHDCU5A,0,0,0,0,0
8/11/2025,ANTMYUCQ5A,338,338,324,324,200
8/11/2025,ANTMZPCJ6A,75,75,71,71,93700
8/11/2025,ANTMZPCX5A,0,0,0,0,0
8/11/2025,APEX,127,128,123,123,23866800
8/11/2025,APIC,1080,1090,1070,1075,5111500
8/11/2025,APII,173,173,170,170,17100
8/11/2025,APLI,498,498,480,498,3400
8/11/2025,APLN,102,108,101,106,40389400
8/11/2025,ARCI,715,715,610,665,107536300
8/11/2025,AREA,410,440,406,440,1470900
8/11/2025,ARGO,1335,1340,1335,1335,26100
8/11/2025,ARII,266,268,262,266,52200
8/11/2025,ARKA,24,24,24,24,767900
8/11/2025,ARKO,1075,1130,1065,1130,948700
8/11/2025,ARMY,0,0,0,0,0
8/11/2025,ARNA,580,580,575,575,1182500
8/11/2025,ARTA,2940,3670,2790,3660,74900
8/11/2025,ARTI,0,0,0,0,0
8/11/2025,ARTO,1870,2020,1870,2000,28077400
8/11/2025,ARTOBQCU5A,5,7,5,7,1286400
8/11/2025,ARTOBQCX5B,99,99,99,99,1000200
8/11/2025,ARTOBQCZ5A,0,0,0,0,0
8/11/2025,ARTODRCQ5A,2,2,1,1,4786900
8/11/2025,ARTODRCX5A,43,47,43,46,35800
8/11/2025,ARTOHDCZ5A,110,112,110,112,500
8/11/2025,ARTOZPCX5A,46,46,46,46,5000
8/11/2025,ASBI,434,438,434,436,1300
8/11/2025,ASDM,535,555,535,535,14700
8/11/2025,ASGR,1065,1085,1045,1080,1124500
8/11/2025,ASHA,19,19,19,19,4085900
8/11/2025,ASII,4920,4930,4870,4900,21955000
8/11/2025,ASIIBQCU5A,0,0,0,0,0
8/11/2025,ASIIBQCZ5A,0,0,0,0,0
8/11/2025,ASIIDRCQ5A,0,0,0,0,0
8/11/2025,ASIIDRCQ5B,0,0,0,0,0
8/11/2025,ASIIDRCX5A,88,88,87,87,11500
8/11/2025,ASIIDRCX6A,2900,2900,2900,2900,100
8/11/2025,ASIIDRPQ5A,0,0,0,0,0
8/11/2025,ASIIHDCZ5A,0,0,0,0,0
8/11/2025,ASIIZPCJ6A,84,85,83,83,13600
8/11/2025,ASJT,108,110,108,110,14800
8/11/2025,ASLC,65,66,63,64,23043600
8/11/2025,ASLI,0,0,0,0,0
8/11/2025,ASMI,18,18,17,17,1620400
8/11/2025,ASPI,290,290,272,276,337200
8/11/2025,ASPR,95,95,92,94,10382500
8/11/2025,ASRI,162,167,160,165,58323600
8/11/2025,ASRM,276,280,276,280,8900
8/11/2025,ASSA,920,965,910,965,23820000
8/11/2025,ATAP,28,29,28,29,137500
8/11/2025,ATIC,398,406,394,404,176400
8/11/2025,ATLA,50,50,50,50,1275200
8/11/2025,AUTO,2200,2200,2170,2180,2294800
8/11/2025,AUTOZPCJ6A,0,0,0,0,0
8/11/2025,AVIA,434,436,428,428,20757500
8/11/2025,AVIAZPCJ6A,0,0,0,0,0
8/11/2025,AWAN,268,274,256,266,18285400
8/11/2025,AXIO,121,129,119,126,4423400
8/11/2025,AYAM,170,171,167,171,112482800
8/11/2025,AYLS,101,104,100,103,5149600
8/11/2025,BABP,52,53,51,52,8826700
8/11/2025,BABY,334,338,326,334,10235800
8/11/2025,BACA,130,131,130,130,557900
8/11/2025,BAIK,94,96,94,94,1083100
8/11/2025,BAIK-W,9,9,8,9,514400
8/11/2025,BAJA,126,135,124,131,8684700
8/11/2025,BALI,1300,1310,1300,1305,5300
8/11/2025,BANK,820,830,810,820,6374700
8/11/2025,BANK-W,0,0,0,0,0
8/11/2025,BAPA,50,50,50,50,65800
8/11/2025,BAPI,10,10,9,9,2452400
8/11/2025,BATA,50,51,50,51,32400
8/11/2025,BATR,104,105,100,103,5647000
8/11/2025,BAUT,30,33,30,33,21464800
8/11/2025,BAYU,1295,1295,1280,1280,67700
8/11/2025,BBCA,8500,8550,8425,8550,128561300
8/11/2025,BBCABQCV5A,26,26,24,25,20600
8/11/2025,BBCABQCX5A,41,41,41,41,1000
8/11/2025,BBCADRCF6A,62,66,62,65,16600
8/11/2025,BBCADRCQ5A,6,6,6,6,85400
8/11/2025,BBCADRCX6A,0,0,0,0,0
8/11/2025,BBCADRPQ5A,37,37,29,29,2120000
8/11/2025,BBCAHDCQ5A,2,2,2,2,100
8/11/2025,BBCAHDCU5A,60,60,60,60,3000
8/11/2025,BBCAHDCV5A,0,0,0,0,0
8/11/2025,BBCAYUCQ5A,30,31,30,31,29700
8/11/2025,BBCAZPCF6A,47,48,47,47,38600
8/11/2025,BBCAZPCH6A,108,111,108,110,17500
8/11/2025,BBHI,1470,1625,1470,1595,8277800
8/11/2025,BBKP,60,62,59,60,122340800
8/11/2025,BBLD,995,995,915,915,74900
8/11/2025,BBMD,0,0,0,0,0
8/11/2025,BBNI,4090,4220,4080,4200,61703500
8/11/2025,BBNIBQCU5A,23,23,23,23,500
8/11/2025,BBNIBQCV5A,0,0,0,0,0
8/11/2025,BBNIDRCQ5A,0,0,0,0,0
8/11/2025,BBNIDRCX6A,0,0,0,0,0
8/11/2025,BBNIDRCZ5A,56,60,56,60,701300
8/11/2025,BBNIDRPU5A,20,20,20,20,100
8/11/2025,BBNIHDCQ5A,11,13,11,13,35800
8/11/2025,BBNIHDCU5A,0,0,0,0,0
8/11/2025,BBNIHDPU5A,0,0,0,0,0
8/11/2025,BBNIYUCV5A,61,62,60,62,49200
8/11/2025,BBNIZPCH6A,97,100,97,100,23200
8/11/2025,BBNIZPCX5A,0,0,0,0,0
8/11/2025,BBRI,3720,3810,3720,3810,143167900
8/11/2025,BBRIBQCQ5A,0,0,0,0,0
8/11/2025,BBRIBQCU5A,0,0,0,0,0
8/11/2025,BBRIBQCZ5A,81,81,80,80,600
8/11/2025,BBRIDRCQ5A,4,4,4,4,31300
8/11/2025,BBRIDRCX5A,131,137,131,137,186200
8/11/2025,BBRIDRCX6A,2120,2120,2120,2120,2800
8/11/2025,BBRIHDCH6A,0,0,0,0,0
8/11/2025,BBRIHDCQ5A,0,0,0,0,0
8/11/2025,BBRIYUCV5A,0,0,0,0,0
8/11/2025,BBRIZPCH6A,0,0,0,0,0
8/11/2025,BBRIZPCX5A,73,73,73,73,800
8/11/2025,BBRM,72,80,72,76,8841500
8/11/2025,BBSI,3890,4020,3890,4020,21100
8/11/2025,BBSS,268,268,252,264,111200
8/11/2025,BBTN,1110,1220,1105,1205,70689200
8/11/2025,BBTNHDCZ5A,86,86,86,86,5700
8/11/2025,BBTNYUCZ5A,55,68,55,66,20200
8/11/2025,BBTNZPCG6A,38,48,38,45,8667200
8/11/2025,BBYB,262,288,260,288,153442200
8/11/2025,BCAP,63,63,61,61,24818000
8/11/2025,BCIC,0,0,0,0,0
8/11/2025,BCIP,94,95,93,95,33466800
8/11/2025,BDKR,154,155,152,154,14624100
8/11/2025,BDMN,2510,2560,2510,2560,1571000
8/11/2025,BEBS,0,0,0,0,0
8/11/2025,BEEF,312,342,304,340,57182200
8/11/2025,BEER,106,106,99,101,3259800
8/11/2025,BEKS,23,23,23,23,10450000
8/11/2025,BELI,380,384,380,382,43200
8/11/2025,BELL,50,50,50,50,235900
8/11/2025,BESS,1005,1095,1000,1015,191500
8/11/2025,BEST,102,103,100,101,7459000
8/11/2025,BFIN,860,870,850,855,5786100
8/11/2025,BGTG,77,79,76,79,17920900
8/11/2025,BHAT,840,845,830,845,1877700
8/11/2025,BHIT,30,30,30,30,10580300
8/11/2025,BIKA,0,0,0,0,0
8/11/2025,BIKE,805,850,805,820,4464700
8/11/2025,BIMA,46,46,46,46,28300
8/11/2025,BINA,4380,4390,4280,4390,11800
8/11/2025,BINO,111,113,109,111,363000
8/11/2025,BIPI,95,95,88,89,135215600
8/11/2025,BIPP,37,37,37,37,110100
8/11/2025,BIRD,1910,1930,1900,1925,1278100
8/11/2025,BISI,880,890,880,890,154000
8/11/2025,BJBR,775,780,770,780,3170800
8/11/2025,BJTM,505,515,505,510,11090800
8/11/2025,BKDP,33,33,33,33,143000
8/11/2025,BKSL,158,167,154,155,983690800
8/11/2025,BKSW,61,61,59,61,5585100
8/11/2025,BLES,160,165,159,163,4334300
8/11/2025,BLOG,478,530,476,505,26760000
8/11/2025,BLTA,20,20,20,20,2842900
8/11/2025,BLTZ,1800,1800,1800,1800,100
8/11/2025,BLUE,310,314,308,310,72500
8/11/2025,BMAS,550,550,550,550,800
8/11/2025,BMBL,35,38,33,33,18993600
8/11/2025,BMHS,190,191,186,188,2487600
8/11/2025,BMRI,4710,4780,4700,4720,105204200
8/11/2025,BMRIBQCU5A,4,5,4,4,1453400
8/11/2025,BMRIBQCZ5A,0,0,0,0,0
8/11/2025,BMRIDRCQ5A,1,1,1,1,76800
8/11/2025,BMRIDRCX5A,65,65,62,62,150200
8/11/2025,BMRIDRCX6A,0,0,0,0,0
8/11/2025,BMRIHDCQ5A,0,0,0,0,0
8/11/2025,BMRIHDCU5A,0,0,0,0,0
8/11/2025,BMRIHDPU5A,0,0,0,0,0
8/11/2025,BMRIYUCQ5A,16,16,15,15,93000
8/11/2025,BMRIZPCH6A,69,69,69,69,100000
8/11/2025,BMRIZPCX5A,41,41,40,40,1850100
8/11/2025,BMSR,252,252,244,252,4700
8/11/2025,BMTR,142,145,140,145,71501500
8/11/2025,BNBA,800,810,790,805,66600
8/11/2025,BNBR,36,36,36,36,13787300
8/11/2025,BNGA,1700,1715,1700,1705,2796300
8/11/2025,BNGAZPCH6A,0,0,0,0,0
8/11/2025,BNII,202,208,202,204,2236400
8/11/2025,BNLI,3250,3250,3100,3150,82000
8/11/2025,BOAT,107,109,104,107,6373400
8/11/2025,BOBA,181,183,179,181,102100
8/11/2025,BOGA,590,600,580,600,488200
8/11/2025,BOLA,185,195,181,185,2574000
8/11/2025,BOLT,1065,1065,1060,1060,7300
8/11/2025,BOSS,0,0,0,0,0
8/11/2025,BPFI,340,340,328,336,10300
8/11/2025,BPII,585,590,585,585,241300
8/11/2025,BPTR,97,101,97,100,440700
8/11/2025,BRAM,5175,5225,5025,5225,2900
8/11/2025,BREN,8050,8825,7850,8750,84544500
8/11/2025,BRIS,2710,2750,2700,2730,12263900
8/11/2025,BRISBQCZ5A,0,0,0,0,0
8/11/2025,BRISDRCJ6A,0,0,0,0,0
8/11/2025,BRISHDCH6A,70,70,70,70,3700
8/11/2025,BRISHDCZ5A,0,0,0,0,0
8/11/2025,BRISYUCV5A,80,80,80,80,15100
8/11/2025,BRISZPCG6A,55,55,55,55,5000
8/11/2025,BRMS,450,452,438,444,299641200
8/11/2025,BRMSBQCZ5A,0,0,0,0,0
8/11/2025,BRMSDRCJ6A,43,43,42,43,128700
8/11/2025,BRMSHDCH6A,0,0,0,0,0
8/11/2025,BRMSHDCZ5A,0,0,0,0,0
8/11/2025,BRMSYUCV5A,32,32,32,32,23100
8/11/2025,BRMSZPCG6A,0,0,0,0,0
8/11/2025,BRNA,660,835,660,835,319100
8/11/2025,BRPT,2480,2490,2330,2350,126946000
8/11/2025,BRPTBQCQ5A,0,0,0,0,0
8/11/2025,BRPTBQCV5A,0,0,0,0,0
8/11/2025,BRPTBQCX5B,106,110,98,110,29100
8/11/2025,BRPTBQCZ5A,0,0,0,0,0
8/11/2025,BRPTDRCF6A,220,220,204,204,46100
8/11/2025,BRPTDRCJ6A,118,123,112,112,280300
8/11/2025,BRPTDRCQ5A,268,268,262,262,200
8/11/2025,BRPTDRCX5A,252,282,244,282,714200
8/11/2025,BRPTDRPV5A,11,12,11,12,2337900
8/11/2025,BRPTHDCH6A,189,189,189,189,2300
8/11/2025,BRPTHDCH6B,159,159,155,155,28200
8/11/2025,BRPTHDCQ5A,0,0,0,0,0
8/11/2025,BRPTHDPG6A,256,256,256,256,500
8/11/2025,BRPTYUCZ5A,154,154,149,149,200
8/11/2025,BRPTZPCF6A,0,0,0,0,0
8/11/2025,BRPTZPCX5A,338,338,338,338,100
8/11/2025,BRRC,74,80,73,80,39924100
8/11/2025,BRRC-W,9,11,9,11,7977400
8/11/2025,BSBK,53,54,51,53,73352700
8/11/2025,BSDE,840,890,835,880,46268700
8/11/2025,BSDEDRCJ6A,25,28,25,28,914600
8/11/2025,BSDEZPCH6A,0,0,0,0,0
8/11/2025,BSIM,850,890,850,850,79200
8/11/2025,BSML,105,107,101,104,48006100
8/11/2025,BSSR,3910,3930,3900,3900,464200
8/11/2025,BSWD,0,0,0,0,0
8/11/2025,BTEK,5,5,5,5,44168000
8/11/2025,BTEL,0,0,0,0,0
8/11/2025,BTON,384,388,384,388,800
8/11/2025,BTPN,2060,2080,2060,2080,12100
8/11/2025,BTPS,1440,1470,1420,1470,21777600
8/11/2025,BTPSZPCH6A,0,0,0,0,0
8/11/2025,BUAH,1315,1325,1310,1320,33300
8/11/2025,BUDI,232,232,228,230,117800
8/11/2025,BUKA,176,181,171,174,401528900
8/11/2025,BUKABQCZ5B,23,24,22,23,13133000
8/11/2025,BUKAHDCZ5A,146,146,141,141,13200
8/11/2025,BUKK,825,825,810,810,31200
8/11/2025,BULL,133,152,131,152,568564000
8/11/2025,BUMI,110,110,106,108,934484500
8/11/2025,BUVA,0,0,0,0,0
8/11/2025,BVIC,93,95,90,93,7207000
8/11/2025,BVIC-W,48,48,47,47,300
8/11/2025,BWPT,118,126,117,120,382024600
8/11/2025,BYAN,18350,18350,18300,18300,21400
8/11/2025,CAKK,131,134,129,133,43500
8/11/2025,CAMP,210,212,210,212,1633600
8/11/2025,CANI,38,38,38,38,64400
8/11/2025,CARE,264,270,262,266,18898900
8/11/2025,CARS,109,115,102,106,37769600
8/11/2025,CASA,1080,1090,1070,1080,4522900
8/11/2025,CASH,60,66,59,66,2668300
8/11/2025,CASS,2250,2600,2250,2330,443600
8/11/2025,CBDK,5825,6000,5825,6000,3813300
8/11/2025,CBMF,0,0,0,0,0
8/11/2025,CBPE,173,199,173,176,307300
8/11/2025,CBRE,0,0,0,0,0
8/11/2025,CBUT,1200,1250,1160,1170,13800
8/11/2025,CCSI,320,322,308,322,562600
8/11/2025,CDIA,1580,1605,1500,1515,288111400
8/11/2025,CEKA,2580,2640,2560,2590,18700
8/11/2025,CENT,99,107,99,102,29399100
8/11/2025,CFIN,314,320,310,314,1890500
8/11/2025,CGAS,115,115,112,115,12419600
8/11/2025,CHEK,198,202,196,200,21068200
8/11/2025,CHEM,82,105,82,105,436647800
8/11/2025,CHIP,1330,1330,1310,1330,70600
8/11/2025,CINT,156,161,155,155,394900
8/11/2025,CITA,3910,3920,3870,3900,57500
8/11/2025,CITY,102,125,100,116,132352700
8/11/2025,CLAY,1250,1335,1210,1300,156300
8/11/2025,CLEO,575,615,575,610,25480500
8/11/2025,CLPI,1255,1265,1240,1245,62500
8/11/2025,CMNP,1300,1310,1300,1300,149800
8/11/2025,CMNP-W,0,0,0,0,0
8/11/2025,CMNT,825,910,820,910,71098800
8/11/2025,CMPP,73,73,72,72,235200
8/11/2025,CMRY,5000,5050,4970,5000,602400
8/11/2025,CMRYZPCJ6A,0,0,0,0,0
8/11/2025,CNKO,74,74,74,74,29378900
8/11/2025,CNMA,141,142,137,140,23370900
8/11/2025,CNTB,0,0,0,0,0
8/11/2025,CNTX,0,0,0,0,0
8/11/2025,COAL,33,34,33,34,2613700
8/11/2025,COCO,0,0,0,0,0
8/11/2025,COIN,1505,1745,1370,1630,544467900
8/11/2025,COWL,0,0,0,0,0
8/11/2025,CPIN,4500,4540,4460,4460,5937700
8/11/2025,CPINDRCG6A,70,70,69,69,300
8/11/2025,CPINDRCQ5A,0,0,0,0,0
8/11/2025,CPINHDCQ5A,6,6,6,6,800
8/11/2025,CPINZPCJ6A,43,43,42,42,207800
8/11/2025,CPRI,0,0,0,0,0
