<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/17/2025,IHSG,8132.750,8140.600,7854.310,7915.656,38996834100
10/17/2025,AADI,7875,7975,7650,7800,18759200
10/17/2025,AADIDRCN6A,95,95,86,88,1375300
10/17/2025,AADIHDCK6A,94,95,88,91,3945800
10/17/2025,AADIYUCK6A,294,294,294,294,100
10/17/2025,AALI,8100,8125,7850,7900,1978300
10/17/2025,ABBA,59,68,59,67,17381600
10/17/2025,ABDA,0,0,0,0,0
10/17/2025,ABMM,2600,2620,2550,2570,1887400
10/17/2025,ACES,418,424,416,416,30971800
10/17/2025,ACESBQCV5A,2,2,1,1,16910500
10/17/2025,ACESBQCX5B,4,5,3,5,3219800
10/17/2025,ACESBQCZ5A,13,13,13,13,700
10/17/2025,ACESDRCJ6A,11,11,10,10,1793300
10/17/2025,ACESHDCZ5A,0,0,0,0,0
10/17/2025,ACESZPCJ6A,0,0,0,0,0
10/17/2025,ACRO,84,85,81,83,6072700
10/17/2025,ACRO-W,12,12,10,10,4432000
10/17/2025,ACST,134,135,130,130,3487300
10/17/2025,ADCP,56,57,53,53,21569000
10/17/2025,ADES,13550,13625,13500,13525,30500
10/17/2025,ADHI,260,260,246,248,21739000
10/17/2025,ADMF,8675,8675,8550,8575,81600
10/17/2025,ADMG,132,135,127,133,885000
10/17/2025,ADMR,1320,1325,1180,1195,111415100
10/17/2025,ADMRDRCJ6A,61,68,47,50,6754200
10/17/2025,ADMRHDCJ6A,96,96,81,81,1856100
10/17/2025,ADMRZPCH6A,70,70,70,70,1700
10/17/2025,ADRO,1675,1690,1650,1650,79119300
10/17/2025,ADROBQCG6A,0,0,0,0,0
10/17/2025,ADROBQCZ5A,12,12,10,10,1743400
10/17/2025,ADRODRCJ6A,46,46,44,44,10000
10/17/2025,ADRODRCX5A,30,30,24,24,6061900
10/17/2025,ADROHDCZ5A,0,0,0,0,0
10/17/2025,ADROHDPH6A,0,0,0,0,0
10/17/2025,ADROYUCZ5A,41,41,41,41,100
10/17/2025,ADROZPCF6A,18,18,18,18,312300
10/17/2025,ADROZPCK6A,44,44,41,41,1602100
10/17/2025,AEGS,44,44,40,40,13299300
10/17/2025,AGAR,232,236,230,230,39700
10/17/2025,AGII,1755,1755,1755,1755,5268500
10/17/2025,AGRO,218,220,208,212,17217800
10/17/2025,AGRS,69,69,65,67,6511300
10/17/2025,AHAP,85,85,80,81,23957600
10/17/2025,AIMS,406,406,400,400,44600
10/17/2025,AISA,136,137,130,130,9606500
10/17/2025,AKKU,0,0,0,0,0
10/17/2025,AKPI,570,570,550,555,35000
10/17/2025,AKRA,1085,1090,1065,1070,10922600
10/17/2025,AKRABQCX5B,0,0,0,0,0
10/17/2025,AKRADRCX5A,17,17,11,17,3388900
10/17/2025,AKRAHDCH6A,39,39,37,38,7700
10/17/2025,AKRAZPCJ6A,0,0,0,0,0
10/17/2025,AKRAZPCM6A,28,28,26,26,362300
10/17/2025,AKRAZPCX5A,0,0,0,0,0
10/17/2025,AKSI,300,312,288,298,476700
10/17/2025,ALDO,496,498,488,490,168200
10/17/2025,ALII,560,590,540,575,29577600
10/17/2025,ALKA,340,340,328,334,42900
10/17/2025,ALMI,0,0,0,0,0
10/17/2025,ALTO,0,0,0,0,0
10/17/2025,AMAG,346,348,342,346,38700
10/17/2025,AMAN,139,146,134,138,2302200
10/17/2025,AMAR,230,230,220,230,1383200
10/17/2025,AMFG,3420,3420,3370,3380,3300
10/17/2025,AMIN,264,280,258,280,1327000
10/17/2025,AMMN,8100,8500,7800,8000,53903700
10/17/2025,AMMNBQCZ5A,24,33,22,24,6967700
10/17/2025,AMMNDRCJ6A,62,70,57,62,1027700
10/17/2025,AMMNHDCH6A,0,0,0,0,0
10/17/2025,AMMNZPCG6A,45,53,41,43,1231800
10/17/2025,AMMS,274,328,274,312,7195500
