<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
8/14/2025,IHSG,7909.016,7973.981,7892.911,7931.251,4467208635
8/14/2025,IDX30,0.000,0.000,0.000,0.000,0
8/14/2025,IDX80,0.000,0.000,0.000,0.000,0
8/14/2025,AADI,6950,7000,6900,6975,6071000
8/14/2025,AALI,7175,7250,7025,7125,1906700
8/14/2025,ABBA,38,39,38,38,932400
8/14/2025,ABDA,0,0,0,0,0
8/14/2025,ABMM,3000,3000,2970,2980,950000
8/14/2025,ACES,482,484,476,482,91985300
8/14/2025,ACESBQCV5A,2,3,2,3,1062300
8/14/2025,ACESBQCX5B,0,0,0,0,0
8/14/2025,ACESDRCJ6A,0,0,0,0,0
8/14/2025,ACESDRCQ5A,0,0,0,0,0
8/14/2025,ACESHDCZ5A,0,0,0,0,0
8/14/2025,ACESZPCJ6A,29,29,29,29,25000
8/14/2025,ACRO,78,78,73,74,20528300
8/14/2025,ACRO-W,8,8,7,7,6828900
8/14/2025,ACST,89,91,88,89,889900
8/14/2025,ADCP,50,57,50,53,252776500
8/14/2025,ADES,14225,14450,13900,14150,39400
8/14/2025,ADHI,284,298,282,284,195408400
8/14/2025,ADMF,9100,9150,9100,9125,21000
8/14/2025,ADMG,125,128,119,123,600800
8/14/2025,ADMR,1050,1065,1030,1050,26414800
8/14/2025,ADMRDRCJ6A,38,39,37,39,407900
8/14/2025,ADMRZPCH6A,60,60,59,59,254900
8/14/2025,ADRO,1830,1865,1830,1840,29782700
8/14/2025,ADROBQCU5A,14,15,14,14,40100
8/14/2025,ADROBQCZ5A,28,29,28,29,162700
8/14/2025,ADRODRCJ6A,0,0,0,0,0
8/14/2025,ADRODRCQ5A,0,0,0,0,0
8/14/2025,ADRODRCQ5B,0,0,0,0,0
8/14/2025,ADRODRCX5A,47,47,47,47,10100
8/14/2025,ADROHDCQ5A,2,2,1,1,38100
8/14/2025,ADROHDCZ5A,0,0,0,0,0
8/14/2025,ADROYUCZ5A,95,95,95,95,300
8/14/2025,ADROZPCF6A,37,37,37,37,500
8/14/2025,AEGS,54,54,50,50,12089500
8/14/2025,AGAR,246,250,236,248,27200
8/14/2025,AGII,910,915,900,910,475000
8/14/2025,AGRO,242,246,236,236,47674500
8/14/2025,AGRS,66,72,65,69,45504200
8/14/2025,AHAP,76,76,73,74,6557700
8/14/2025,AIMS,326,326,326,326,5800
8/14/2025,AISA,127,128,125,125,8711300
8/14/2025,AKKU,0,0,0,0,0
8/14/2025,AKPI,585,585,585,585,4200
8/14/2025,AKRA,1280,1280,1255,1255,13887400
8/14/2025,AKRABQCX5B,0,0,0,0,0
8/14/2025,AKRADRCQ5A,0,0,0,0,0
8/14/2025,AKRADRCX5A,0,0,0,0,0
8/14/2025,AKRAHDCH6A,0,0,0,0,0
8/14/2025,AKRAHDCQ5A,0,0,0,0,0
8/14/2025,AKRAZPCJ6A,62,62,59,59,1150000
8/14/2025,AKRAZPCX5A,0,0,0,0,0
8/14/2025,AKSI,254,256,250,252,79200
8/14/2025,ALDO,492,498,492,498,423600
8/14/2025,ALII,585,585,570,575,4061700
8/14/2025,ALKA,310,310,308,308,42200
8/14/2025,ALMI,0,0,0,0,0
8/14/2025,ALTO,0,0,0,0,0
8/14/2025,AMAG,356,360,356,360,24300
8/14/2025,AMAN,113,115,113,113,2928000
8/14/2025,AMAR,212,214,206,208,1861700
8/14/2025,AMFG,3060,3090,3040,3060,75700
8/14/2025,AMIN,174,179,173,177,89200
8/14/2025,AMMN,8575,8700,8500,8600,49699800
8/14/2025,AMMNBQCZ5A,58,60,58,59,26500
8/14/2025,AMMNDRCJ6A,85,86,85,85,16100
8/14/2025,AMMNHDCH6A,0,0,0,0,0
8/14/2025,AMMNZPCG6A,0,0,0,0,0
8/14/2025,AMMS,182,185,166,183,16585200
8/14/2025,AMOR,510,510,505,510,96800
8/14/2025,AMRT,2340,2380,2260,2310,58582100
8/14/2025,AMRTBQCU5A,11,11,9,9,22221700
8/14/2025,AMRTDRCQ5A,0,0,0,0,0
8/14/2025,AMRTDRCZ5A,44,44,44,44,100
8/14/2025,AMRTHDCJ6A,39,39,38,38,406800
8/14/2025,AMRTHDCQ5A,8,9,7,8,9783000
8/14/2025,AMRTZPCX5A,55,57,55,57,12300000
8/14/2025,ANDI,19,20,19,20,20849300
8/14/2025,ANJT,1755,1760,1750,1750,892300
8/14/2025,ANTM,2920,2940,2890,2890,109598600
8/14/2025,ANTMBQCU5A,0,0,0,0,0
8/14/2025,ANTMBQCX5A,66,66,62,62,74700
8/14/2025,ANTMBQCZ5A,0,0,0,0,0
8/14/2025,ANTMDRCG6A,45,45,45,45,86300
8/14/2025,ANTMDRCQ5A,0,0,0,0,0
8/14/2025,ANTMDRCX5A,276,276,272,272,219000
8/14/2025,ANTMDRPU5A,42,42,42,42,100
8/14/2025,ANTMDRPU5B,0,0,0,0,0
8/14/2025,ANTMHDCH6A,78,78,78,78,25000
8/14/2025,ANTMHDCH6B,0,0,0,0,0
8/14/2025,ANTMHDCQ5A,0,0,0,0,0
8/14/2025,ANTMHDCU5A,0,0,0,0,0
8/14/2025,ANTMYUCQ5A,0,0,0,0,0
8/14/2025,ANTMZPCJ6A,0,0,0,0,0
8/14/2025,ANTMZPCX5A,174,174,174,174,15000
8/14/2025,APEX,126,127,123,126,18599900
8/14/2025,APIC,1110,1140,1105,1140,6646800
8/14/2025,APII,173,179,170,174,173600
8/14/2025,APLI,480,496,480,496,1300
8/14/2025,APLN,106,107,103,103,18201700
8/14/2025,ARCI,685,720,670,720,29552600
8/14/2025,AREA,525,530,500,510,4926400
8/14/2025,ARGO,1270,1635,1250,1460,362500
8/14/2025,ARII,262,266,230,256,1477600
8/14/2025,ARKA,25,27,25,27,4865300
8/14/2025,ARKO,1155,1155,1130,1135,508500
8/14/2025,ARMY,0,0,0,0,0
8/14/2025,ARNA,575,575,565,570,2068900
8/14/2025,ARTA,3610,3620,3360,3500,21800
8/14/2025,ARTI,0,0,0,0,0
8/14/2025,ARTO,2170,2250,2100,2210,20037100
8/14/2025,ARTOBQCU5A,9,10,6,7,25675300
8/14/2025,ARTOBQCX5B,132,136,132,136,400000
8/14/2025,ARTOBQCZ5A,32,32,32,32,3000
8/14/2025,ARTODRCQ5A,0,0,0,0,0
8/14/2025,ARTODRCX5A,59,63,55,58,3917700
8/14/2025,ARTOHDCZ5A,143,143,139,143,750100
8/14/2025,ARTOZPCX5A,63,64,63,64,3600
8/14/2025,ASBI,444,460,420,440,53900
8/14/2025,ASDM,530,550,530,530,59400
8/14/2025,ASGR,1090,1090,1045,1075,621400
8/14/2025,ASHA,22,22,22,22,8859100
8/14/2025,ASII,5125,5150,5075,5100,31796500
8/14/2025,ASIIBQCU5A,0,0,0,0,0
8/14/2025,ASIIBQCZ5A,0,0,0,0,0
8/14/2025,ASIIDRCQ5A,0,0,0,0,0
8/14/2025,ASIIDRCQ5B,0,0,0,0,0
8/14/2025,ASIIDRCX5A,102,102,102,102,100
8/14/2025,ASIIDRCX6A,0,0,0,0,0
8/14/2025,ASIIDRPQ5A,0,0,0,0,0
8/14/2025,ASIIHDCZ5A,151,151,142,142,200
8/14/2025,ASIIZPCJ6A,94,94,94,94,2100
8/14/2025,ASJT,108,109,106,109,87900
8/14/2025,ASLC,64,65,62,64,155453800
8/14/2025,ASLI,0,0,0,0,0
8/14/2025,ASMI,18,18,18,18,2119200
8/14/2025,ASPI,302,366,294,352,16148700
8/14/2025,ASPR,100,100,96,98,19480800
8/14/2025,ASRI,174,175,169,169,71825000
8/14/2025,ASRM,282,282,276,276,30800
8/14/2025,ASSA,910,925,900,910,6228400
8/14/2025,ATAP,30,31,30,31,663200
8/14/2025,ATIC,404,404,394,402,238400
8/14/2025,ATLA,55,59,52,54,670966600
8/14/2025,AUTO,2320,2330,2270,2280,6489500
8/14/2025,AUTOZPCJ6A,33,33,31,32,622100
8/14/2025,AVIA,428,430,424,424,10018700
8/14/2025,AVIAZPCJ6A,0,0,0,0,0
8/14/2025,AWAN,258,266,252,258,18479300
8/14/2025,AXIO,126,128,125,126,1091500
8/14/2025,AYAM,171,174,168,171,153290300
8/14/2025,AYLS,104,108,103,105,5278200
8/14/2025,BABP,53,54,52,53,27793700
8/14/2025,BABY,338,344,334,340,7617200
8/14/2025,BACA,130,132,130,130,309200
8/14/2025,BAIK,94,97,93,94,5562400
8/14/2025,BAIK-W,9,9,8,8,606000
8/14/2025,BAJA,129,133,128,132,4860700
8/14/2025,BALI,1320,1345,1315,1335,17800
