<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
10/3/2025,IHSG,8099.650,8118.300,8076.600,8118.301,43643997800
10/3/2025,AADI,7650,7675,7425,7450,9158200
10/3/2025,AADIDRCN6A,85,85,82,82,20400
10/3/2025,AADIHDCK6A,85,85,84,84,34300
10/3/2025,AADIYUCK6A,288,288,282,282,4100
10/3/2025,AALI,7925,7975,7800,7975,2071800
10/3/2025,ABBA,68,68,68,68,10243300
10/3/2025,ABDA,2970,2970,2970,2970,100
10/3/2025,ABMM,2870,2870,2840,2850,583400
10/3/2025,ACES,424,434,424,430,32246100
10/3/2025,ACESBQCV5A,8,8,6,7,3894700
10/3/2025,ACESBQCX5B,7,7,6,7,10108700
10/3/2025,ACESBQCZ5A,17,17,17,17,49500
10/3/2025,ACESDRCJ6A,11,13,11,13,3514700
10/3/2025,ACESHDCZ5A,25,25,25,25,200000
10/3/2025,ACESZPCJ6A,17,19,17,18,41000
10/3/2025,ACRO,84,94,84,89,61124400
10/3/2025,ACRO-W,13,14,12,12,24349200
10/3/2025,ACST,149,152,141,143,10022100
10/3/2025,ADCP,60,65,60,61,194412900
10/3/2025,ADES,13600,13800,13450,13525,22700
10/3/2025,ADHI,282,282,274,276,20102600
10/3/2025,ADMF,8825,8875,8750,8775,46800
10/3/2025,ADMG,140,141,137,139,430300
10/3/2025,ADMR,1100,1105,1065,1085,33268400
10/3/2025,ADMRDRCJ6A,38,38,35,37,1481500
10/3/2025,ADMRHDCJ6A,0,0,0,0,0
10/3/2025,ADMRZPCH6A,58,58,54,54,100100
10/3/2025,ADRO,1665,1680,1650,1660,53013900
10/3/2025,ADROBQCG6A,59,59,59,59,21200
10/3/2025,ADROBQCZ5A,13,14,12,13,2708800
10/3/2025,ADRODRCJ6A,46,46,46,46,50500
10/3/2025,ADRODRCX5A,28,28,27,27,3707000
10/3/2025,ADROHDCZ5A,40,40,38,38,250100
10/3/2025,ADROHDPH6A,124,124,124,124,9100
10/3/2025,ADROYUCZ5A,52,52,49,49,20200
10/3/2025,ADROZPCF6A,0,0,0,0,0
10/3/2025,ADROZPCK6A,44,44,44,44,112000
10/3/2025,AEGS,48,50,47,47,19857200
10/3/2025,AGAR,248,256,248,252,383800
10/3/2025,AGII,1025,1250,1025,1250,16810000
10/3/2025,AGRO,256,256,242,252,51427800
10/3/2025,AGRS,78,78,76,77,7409000
10/3/2025,AHAP,85,87,83,85,13506500
10/3/2025,AIMS,406,406,406,406,335400
10/3/2025,AISA,144,144,140,143,7540600
10/3/2025,AKKU,0,0,0,0,0
10/3/2025,AKPI,570,575,560,565,14100
10/3/2025,AKRA,1115,1150,1115,1135,15598700
10/3/2025,AKRABQCX5B,22,22,21,21,1200
10/3/2025,AKRADRCX5A,19,23,19,23,9100
10/3/2025,AKRAHDCH6A,0,0,0,0,0
10/3/2025,AKRAZPCJ6A,38,38,38,38,1500
10/3/2025,AKRAZPCX5A,0,0,0,0,0
10/3/2025,AKSI,320,320,300,314,965600
10/3/2025,ALDO,460,498,460,494,93100
10/3/2025,ALII,555,560,525,545,3091200
10/3/2025,ALKA,344,356,330,338,32600
10/3/2025,ALMI,0,0,0,0,0
10/3/2025,ALTO,0,0,0,0,0
10/3/2025,AMAG,360,362,354,354,127600
10/3/2025,AMAN,153,155,151,153,1458800
10/3/2025,AMAR,216,218,210,214,2018000
10/3/2025,AMFG,3630,3630,3410,3500,52500
10/3/2025,AMIN,236,242,234,234,425200
10/3/2025,AMMN,6825,6950,6775,6925,21269000
10/3/2025,AMMNBQCZ5A,15,15,13,14,1425300
10/3/2025,AMMNDRCJ6A,41,43,41,41,1500
10/3/2025,AMMNHDCH6A,0,0,0,0,0
10/3/2025,AMMNZPCG6A,27,27,27,27,1000
10/3/2025,AMMS,236,246,230,240,12092500
10/3/2025,AMOR,456,462,448,450,72500
10/3/2025,AMRT,1980,1980,1920,1955,31815400
10/3/2025,AMRTDRCZ5A,19,19,19,19,286500
10/3/2025,AMRTHDCJ6A,14,14,12,13,6772200
10/3/2025,AMRTZPCK6A,19,20,19,20,146400
10/3/2025,AMRTZPCX5A,24,24,24,24,1000
10/3/2025,ANDI,28,28,27,27,24045100
10/3/2025,ANJT,2210,2240,2100,2160,1099000
10/3/2025,ANTM,3120,3220,3110,3200,98382600
10/3/2025,ANTMBQCX5A,52,60,51,60,148000
10/3/2025,ANTMBQCZ5A,700,700,690,690,400
10/3/2025,ANTMDRCG6A,44,59,44,48,594900
10/3/2025,ANTMDRCX5A,308,320,308,320,3600
10/3/2025,ANTMDRPZ5A,36,36,36,36,100
10/3/2025,ANTMHDCH6A,0,0,0,0,0
10/3/2025,ANTMHDCH6B,124,133,124,132,602500
10/3/2025,ANTMHDPH6A,0,0,0,0,0
10/3/2025,ANTMZPCJ6A,73,78,73,77,34700
10/3/2025,ANTMZPCK6A,27,33,27,32,4743700
10/3/2025,ANTMZPCX5A,206,206,206,206,1800
10/3/2025,APEX,128,157,125,149,424986800
10/3/2025,APIC,1170,1200,1170,1190,7738100
10/3/2025,APII,183,183,179,180,27100
10/3/2025,APLI,462,474,440,474,20400
10/3/2025,APLN,102,104,102,102,4989500
10/3/2025,ARCI,960,975,935,935,110222600
10/3/2025,AREA,565,585,560,570,1902900
10/3/2025,ARGO,1150,1170,1140,1150,6700
10/3/2025,ARII,292,298,280,282,548700
10/3/2025,ARKA,33,33,33,33,12207800
10/3/2025,ARKO,1605,1650,1400,1550,2272800
10/3/2025,ARMY,0,0,0,0,0
10/3/2025,ARNA,540,540,520,530,3780000
10/3/2025,ARTA,3110,3370,3100,3370,32200
10/3/2025,ARTI,0,0,0,0,0
10/3/2025,ARTO,2200,2200,2060,2180,29000000
10/3/2025,ARTOBQCX5B,95,95,91,91,31500
10/3/2025,ARTOBQCZ5A,15,17,13,15,17036300
10/3/2025,ARTODRCK6A,72,72,66,67,1387200
10/3/2025,ARTODRCX5A,49,49,43,47,655500
10/3/2025,ARTOHDCZ5A,0,0,0,0,0
10/3/2025,ARTOZPCK6A,43,43,43,43,6500
10/3/2025,ARTOZPCX5A,0,0,0,0,0
10/3/2025,ASBI,456,456,446,452,4900
10/3/2025,ASDM,550,570,540,550,88700
10/3/2025,ASGR,1130,1160,1130,1155,484800
10/3/2025,ASHA,76,82,76,79,45875800
10/3/2025,ASII,5750,5850,5750,5825,27951100
10/3/2025,ASIIBQCZ5A,115,115,115,115,36500
10/3/2025,ASIIDRCX5A,0,0,0,0,0
10/3/2025,ASIIDRCX6A,0,0,0,0,0
10/3/2025,ASIIHDCZ5A,0,0,0,0,0
10/3/2025,ASIIZPCJ6A,0,0,0,0,0
10/3/2025,ASJT,129,130,123,125,1171900
10/3/2025,ASLC,90,94,88,88,93252300
10/3/2025,ASLI,142,163,132,163,700870200
10/3/2025,ASMI,32,32,31,31,5560600
